FlightLoadId,FlightLegDepartureKey,DeadloadStatus,DeadloadOrigin,DeadloadDestination,Weight,WeightUnit,DeadloadType,DeadloadSubType,NumberOfItemsInUld,LoadType,SerialNumber,UldGrossWeight,UldTareWeight,ModTime,Hold,LoadLocation,Deck,LoadId,DeadloadId,SpecialCargoId,SpecialHandlingCode
2024-01-27|AMS|KL|0879||2024-01-27|D|153289520|160982896,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,39,KG,B,B,2.0,ULD,AKE94729KL,743.0,57.0,16-2-2024 17:02:55,AFT,31R,L,153289520,160982896,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289521|160982893,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,681,KG,B,Y,39.0,ULD,AKE96792KL,738.0,57.0,16-2-2024 17:02:55,AFT,32R,L,153289521,160982893,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289522|160982899,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,714,KG,B,F,42.0,ULD,AKE98222KL,771.0,57.0,16-2-2024 17:02:55,AFT,41L,L,153289522,160982899,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289523|160959147,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,0,KG,B,G,0.0,BLK,,,,16-2-2024 17:02:55,BLK,51,L,153289523,160959147,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289524|160959148,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,0,KG,B,B,0.0,BLK,,,,16-2-2024 17:02:55,BLK,52,L,153289524,160959148,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289525|160959149,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,194,KG,B,T,10.0,BLK,,,,16-2-2024 17:02:55,BLK,52,L,153289525,160959149,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289526|160959150,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,0,KG,B,Y,0.0,BLK,,,,16-2-2024 17:02:55,BLK,52,L,153289526,160959150,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289527|160959151,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,0,KG,B,F,0.0,BLK,,,,16-2-2024 17:02:55,BLK,52,L,153289527,160959151,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153307692|160978138,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,661,KG,C,,,ULD,AKE04353AF,730.0,69.0,16-2-2024 17:02:55,FWD,11L,L,153307692,160978138,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153307693|160978139,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,228,KG,C,,,ULD,AKE97340KL,285.0,57.0,16-2-2024 17:02:55,FWD,11R,L,153307693,160978139,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153307694|160978140,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,2051,KG,C,,,ULD,PMC65281AF,2155.0,104.0,16-2-2024 17:02:55,FWD,22P,L,153307694,160978140,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153307695|160978141,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,2246,KG,C,,,ULD,PMC66208AF,2350.0,104.0,16-2-2024 17:02:55,FWD,23P,L,153307695,160978141,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153307696|160978142,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,1846,KG,C,,,ULD,PMC66441AF,1950.0,104.0,16-2-2024 17:02:55,FWD,21P,L,153307696,160978142,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153307697|160978143,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,3721,KG,C,,,ULD,PMC73785AF,3805.0,84.0,16-2-2024 17:02:55,AFT,42P,L,153307697,160978143,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153307698|160978144,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,1525,KG,C,,,ULD,PMC22010MP,1650.0,125.0,16-2-2024 17:02:55,FWD,13P,L,153307698,160978144,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153307699|160978145,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,2760,KG,C,,,ULD,PMC32610KL,2885.0,125.0,16-2-2024 17:02:55,AFT,41P,L,153307699,160978145,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153308266|160982890,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,441,KG,B,T,23.0,ULD,AKE70175KL,585.0,57.0,16-2-2024 17:02:55,FWD,12R,L,153308266,160982890,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153308266|160982891,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,87,KG,B,Y,5.0,ULD,AKE70175KL,585.0,57.0,16-2-2024 17:02:55,FWD,12R,L,153308266,160982891,,
