FlightLoadId,FlightLegDepartureKey,DeadloadStatus,DeadloadOrigin,DeadloadDestination,Weight,WeightUnit,DeadloadType,DeadloadSubType,NumberOfItemsInUld,LoadType,SerialNumber,UldGrossWeight,UldTareWeight,ModTime,Hold,LoadLocation,Deck,LoadId,DeadloadId,SpecialCargoId,SpecialHandlingCode
2024-01-27|AMS|KL|0879||2024-01-27|D|153289514|160982897,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,419,KG,B,Y,24.0,ULD,AKE95355KL,476.0,57.0,16-2-2024 17:02:55,AFT,33L,L,153289514,160982897,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289515|160982900,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,214,KG,B,Y,12.0,ULD,AKE96026KL,614.0,57.0,16-2-2024 17:02:55,AFT,41R,L,153289515,160982900,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289515|160982901,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,36,KG,D,,2.0,ULD,AKE96026KL,614.0,57.0,16-2-2024 17:02:55,AFT,41R,L,153289515,160982901,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289515|160982902,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,307,KG,B,F,18.0,ULD,AKE96026KL,614.0,57.0,16-2-2024 17:02:55,AFT,41R,L,153289515,160982902,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289516|160982892,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,249,KG,B,T,13.0,ULD,AKE96307KL,306.0,57.0,16-2-2024 17:02:55,AFT,31L,L,153289516,160982892,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289517|160982894,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,751,KG,B,Y,43.0,ULD,AKE97600KL,808.0,57.0,16-2-2024 17:02:55,AFT,32L,L,153289517,160982894,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289518|160982898,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,769,KG,B,Y,44.0,ULD,AKE95174KL,826.0,57.0,16-2-2024 17:02:55,AFT,33R,L,153289518,160982898,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289519|160982888,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,437,KG,B,Y,25.0,ULD,AKE97131KL,532.0,57.0,16-2-2024 17:02:55,FWD,12L,L,153289519,160982888,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289519|160982889,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,38,KG,B,T,2.0,ULD,AKE97131KL,532.0,57.0,16-2-2024 17:02:55,FWD,12L,L,153289519,160982889,,
2024-01-27|AMS|KL|0879||2024-01-27|D|153289520|160982895,2024-01-27|KL|0879||AMS,ACTIVE,AMS,BLR,647,KG,B,Y,37.0,ULD,AKE94729KL,743.0,57.0,16-2-2024 17:02:55,AFT,31R,L,153289520,160982895,,
