flight_number,origin,destination,date,route,flight_path,missing_files,is_complete,missing_count
KL0605,AMS,SFO,16 JAN 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO JAN 2024/Flight KL0605 AMSSFO 16 JAN 2024,[],True,0
KL0605,AMS,SFO,28 JAN 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO JAN 2024/Flight KL0605 AMSSFO 28 JAN 2024,[],True,0
KL0605,AMS,SFO,13 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 13 FEB 2024,[],True,0
KL0605,AMS,SFO,27 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 27 FEB 2024,[],True,0
KL0605,AMS,SFO,18 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 18 FEB 2024,[],True,0
KL0605,AMS,SFO,04 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 04 FEB 2024,[],True,0
KL0605,AMS,SFO,02 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 02 FEB 2024,[],True,0
KL0605,AMS,SFO,03 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 03 FEB 2024,[],True,0
KL0605,AMS,SFO,08 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 08 FEB 2024,[],True,0
KL0605,AMS,SFO,09 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 09 FEB 2024,[],True,0
KL0605,AMS,SFO,15 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 15 FEB 2024,[],True,0
KL0605,AMS,SFO,20 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 20 FEB 2024,[],True,0
KL0605,AMS,SFO,06 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 06 FEB 2024,[],True,0
KL0605,AMS,SFO,25 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 25 FEB 2024,[],True,0
KL0605,AMS,SFO,24 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 24 FEB 2024,[],True,0
KL0605,AMS,SFO,11 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 11 FEB 2024,[],True,0
KL0605,AMS,SFO,10 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 10 FEB 2024,[],True,0
KL0605,AMS,SFO,22 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 22 FEB 2024,[],True,0
KL0605,AMS,SFO,23 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 23 FEB 2024,[],True,0
KL0605,AMS,SFO,29 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 29 FEB 2024,[],True,0
KL0605,AMS,SFO,16 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 16 FEB 2024,[],True,0
KL0605,AMS,SFO,17 FEB 2024,AMSSFO,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSFO FEB 2024/Flight KL0605 AMSSFO 17 FEB 2024,[],True,0
KL0601,AMS,LAX,31 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 31 MAR 2024,[],True,0
KL0601,AMS,LAX,30 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 30 MAR 2024,[],True,0
KL0601,AMS,LAX,05 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 05 MAR 2024,[],True,0
KL0601,AMS,LAX,04 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 04 MAR 2024,[],True,0
KL0601,AMS,LAX,26 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 26 MAR 2024,[],True,0
KL0601,AMS,LAX,27 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 27 MAR 2024,[],True,0
KL0601,AMS,LAX,18 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 18 MAR 2024,[],True,0
KL0601,AMS,LAX,19 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 19 MAR 2024,[],True,0
KL0601,AMS,LAX,12 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 12 MAR 2024,[],True,0
KL0601,AMS,LAX,13 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 13 MAR 2024,[],True,0
KL0601,AMS,LAX,21 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 21 MAR 2024,[],True,0
KL0601,AMS,LAX,20 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 20 MAR 2024,[],True,0
KL0601,AMS,LAX,14 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 14 MAR 2024,[],True,0
KL0601,AMS,LAX,08 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 08 MAR 2024,[],True,0
KL0601,AMS,LAX,09 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 09 MAR 2024,[],True,0
KL0601,AMS,LAX,02 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 02 MAR 2024,[],True,0
KL0601,AMS,LAX,03 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 03 MAR 2024,[],True,0
KL0601,AMS,LAX,11 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 11 MAR 2024,[],True,0
KL0601,AMS,LAX,10 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 10 MAR 2024,[],True,0
KL0601,AMS,LAX,25 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 25 MAR 2024,[],True,0
KL0601,AMS,LAX,24 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 24 MAR 2024,[],True,0
KL0601,AMS,LAX,06 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 06 MAR 2024,[],True,0
KL0601,AMS,LAX,07 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 07 MAR 2024,[],True,0
KL0601,AMS,LAX,01 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 01 MAR 2024,[],True,0
KL0603,AMS,LAX,31 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0603 AMSLAX 31 MAR 2024,[],True,0
KL0601,AMS,LAX,28 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 28 MAR 2024,[],True,0
KL0601,AMS,LAX,29 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 29 MAR 2024,[],True,0
KL0601,AMS,LAX,16 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 16 MAR 2024,[],True,0
KL0601,AMS,LAX,17 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 17 MAR 2024,[],True,0
KL0601,AMS,LAX,22 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 22 MAR 2024,[],True,0
KL0601,AMS,LAX,23 MAR 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX MAR 2024/Flight KL0601 AMSLAX 23 MAR 2024,[],True,0
KL0835,AMS,SIN,01 APR 2024,AMSSIN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSSIN APR 2024/Flight KL0835 AMSSIN 01 APR 2024,[],True,0
KL0601,AMS,LAX,02 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 02 JAN 2024,[],True,0
KL0601,AMS,LAX,03 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 03 JAN 2024,[],True,0
KL0601,AMS,LAX,08 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 08 JAN 2024,[],True,0
KL0601,AMS,LAX,09 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 09 JAN 2024,[],True,0
KL0601,AMS,LAX,15 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 15 JAN 2024,[],True,0
KL0601,AMS,LAX,14 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 14 JAN 2024,[],True,0
KL0601,AMS,LAX,21 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 21 JAN 2024,[],True,0
KL0601,AMS,LAX,20 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 20 JAN 2024,[],True,0
KL0601,AMS,LAX,12 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 12 JAN 2024,[],True,0
KL0601,AMS,LAX,13 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 13 JAN 2024,[],True,0
KL0601,AMS,LAX,18 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 18 JAN 2024,[],True,0
KL0601,AMS,LAX,19 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 19 JAN 2024,[],True,0
KL0601,AMS,LAX,26 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 26 JAN 2024,[],True,0
KL0601,AMS,LAX,27 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 27 JAN 2024,[],True,0
KL0601,AMS,LAX,05 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 05 JAN 2024,[],True,0
KL0601,AMS,LAX,04 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 04 JAN 2024,[],True,0
KL0601,AMS,LAX,31 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 31 JAN 2024,[],True,0
KL0601,AMS,LAX,30 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 30 JAN 2024,[],True,0
KL0601,AMS,LAX,22 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 22 JAN 2024,[],True,0
KL0601,AMS,LAX,23 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 23 JAN 2024,[],True,0
KL0601,AMS,LAX,16 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 16 JAN 2024,[],True,0
KL0601,AMS,LAX,28 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 28 JAN 2024,[],True,0
KL0601,AMS,LAX,29 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 29 JAN 2024,[],True,0
KL0601,AMS,LAX,01 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 01 JAN 2024,[],True,0
KL0601,AMS,LAX,06 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 06 JAN 2024,[],True,0
KL0601,AMS,LAX,07 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 07 JAN 2024,[],True,0
KL0601,AMS,LAX,25 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 25 JAN 2024,[],True,0
KL0601,AMS,LAX,11 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 11 JAN 2024,[],True,0
KL0601,AMS,LAX,10 JAN 2024,AMSLAX,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSLAX JAN 2024/Flight KL0601 AMSLAX 10 JAN 2024,[],True,0
KL0871,AMS,DEL,01 APR 2024,AMSDEL,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSDEL APR 2024/Flight KL0871 AMSDEL 01 APR 2024,[],True,0
KL0855,AMS,ICN,11 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 11 FEB 2024,[],True,0
KL0855,AMS,ICN,10 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 10 FEB 2024,[],True,0
KL0855,AMS,ICN,25 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 25 FEB 2024,[],True,0
KL0855,AMS,ICN,24 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 24 FEB 2024,[],True,0
KL0855,AMS,ICN,07 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 07 FEB 2024,[],True,0
KL0855,AMS,ICN,01 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 01 FEB 2024,[],True,0
KL0855,AMS,ICN,28 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 28 FEB 2024,[],True,0
KL0855,AMS,ICN,29 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 29 FEB 2024,[],True,0
KL0855,AMS,ICN,16 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 16 FEB 2024,[],True,0
KL0855,AMS,ICN,17 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 17 FEB 2024,[],True,0
KL0855,AMS,ICN,22 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 22 FEB 2024,[],True,0
KL0855,AMS,ICN,23 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 23 FEB 2024,[],True,0
KL0855,AMS,ICN,05 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 05 FEB 2024,[],True,0
KL0855,AMS,ICN,04 FEB 2024,AMSICN,/Users/emivenezian/Desktop/universidad/ingeniera/años/cuarto/Segundo Semestre/AviationOptimization/KLM_Projects/KLM_Original/Data/Flights AMSICN FEB 2024/Flight KL0855 AMSICN 04 FEB 2024,[],True,0
