Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,601,2024-01-03,781,AMS,LAX,CABIN0E,67
KL,601,2024-01-03,781,AMS,LAX,CABIN0D,77
KL,601,2024-01-03,781,AMS,LAX,CABIN0B,47
KL,601,2024-01-03,781,AMS,LAX,CABIN0A,45
KL,601,2024-01-03,781,AMS,LAX,CABIN0C,63
