FlightLegUtcId,Airline,FlightNumber,LegDepartureDateUtc,DepartureAirport,ArrivalAirport,ActualZeroFuelWeight,EstimatedZeroFuelWeight,DryOperatingWeight,MacZFW,ModTime,AircraftType,AircraftRegistration,FlightCancelled,CostIndex,TakeOffFuel,TripFuel
2024-01-18|KL|0601||AMS,KL,601,2024-01-18,AMS,LAX,175884,177239,132679,30.4,19-1-2024 06:27:00,781,PHBKD,False,220,65573,60136
