Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,605,2024-01-09,781,AMS,SFO,CABIN0B,48
KL,605,2024-01-09,781,AMS,SFO,CABIN0D,81
KL,605,2024-01-09,781,AMS,SFO,CABIN0E,75
KL,605,2024-01-09,781,AMS,SFO,CABIN0C,64
KL,605,2024-01-09,781,AMS,SFO,CABIN0A,43
