Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,835,2024-02-23,77W,AMS,SIN,CABIN0F,23
KL,835,2024-02-23,77W,AMS,SIN,CABIN0B,19
KL,835,2024-02-23,77W,AMS,SIN,CABIN0A,29
KL,835,2024-02-23,77W,AMS,SIN,CABIN0G,46
KL,835,2024-02-23,77W,AMS,SIN,CABIN0E,26
KL,835,2024-02-23,77W,AMS,SIN,CABIN0D,33
KL,835,2024-02-23,77W,AMS,SIN,CABIN0C,39
