Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,879,2024-01-05,772,AMS,BLR,CABIN0C,113
KL,879,2024-01-05,772,AMS,BLR,CABIN0E,72
KL,879,2024-01-05,772,AMS,BLR,CABIN0A,33
KL,879,2024-01-05,772,AMS,BLR,CABIN0B,31
KL,879,2024-01-05,772,AMS,BLR,CABIN0D,53
