Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,835,2024-02-09,77W,AMS,SIN,CABIN0B,13
KL,835,2024-02-09,77W,AMS,SIN,CABIN0F,38
KL,835,2024-02-09,77W,AMS,SIN,CABIN0E,27
KL,835,2024-02-09,77W,AMS,SIN,CABIN0G,21
KL,835,2024-02-09,77W,AMS,SIN,CABIN0A,26
KL,835,2024-02-09,77W,AMS,SIN,CABIN0D,47
KL,835,2024-02-09,77W,AMS,SIN,CABIN0C,32
