FlightLegUtcId,Airline,FlightNumber,LegDepartureDateUtc,DepartureAirport,ArrivalAirport,ActualZeroFuelWeight,EstimatedZeroFuelWeight,DryOperatingWeight,MacZFW,ModTime,AircraftType,AircraftRegistration,FlightCancelled,CostIndex,TakeOffFuel,TripFuel
2024-01-01|KL|0601||AMS,KL,601,1/1/2024,AMS,LAX,166489,166523,133359,"316,791,046",2/1/2024 6:31,781,PHBKI,FALSE,10,61623,56519
2024-01-01|KL|0661||AMS,KL,661,1/1/2024,AMS,IAH,179610,180323,132717,"270,333,998",2/1/2024 6:31,781,PHBKM,FALSE,10,63698,56431
2024-01-01|KL|0835||AMS,KL,835,1/1/2024,AMS,SIN,210228,210648,172616,"34,911,745",2/1/2024 6:31,77W,PHBVG,FALSE,200,101230,91738
2024-01-01|KL|0855||AMS,KL,855,1/1/2024,AMS,ICN,186653,187287,148407,"314,936,163",2/1/2024 6:31,772,PHBQI,FALSE,20,78439,73011
2024-01-01|KL|0871||AMS,KL,871,1/1/2024,AMS,DEL,169356,170042,132232,"334,062,548",2/1/2024 6:31,781,PHBKA,FALSE,700,54024,42980
2024-01-01|KL|0879||AMS,KL,879,1/1/2024,AMS,BLR,161969,162356,127402,"315,135,784",2/1/2024 6:31,789,PHBHC,FALSE,10,49142,43333
2024-01-02|KL|0601||AMS,KL,601,2/1/2024,AMS,LAX,173380,175003,133040,"285,058,543",3/1/2024 6:33,781,PHBKL,FALSE,10,63392,58101
2024-01-02|KL|0605||AMS,KL,605,2/1/2024,AMS,SFO,164391,165345,128082,"30,206,189",3/1/2024 6:33,789,PHBHH,FALSE,10,59717,54838
2024-01-02|KL|0661||AMS,KL,661,2/1/2024,AMS,IAH,175827,176334,128058,"297,240,401",3/1/2024 6:33,789,PHBHP,FALSE,10,63373,56469
2024-01-02|KL|0835||AMS,KL,835,2/1/2024,AMS,SIN,216022,215716,172619,"315,999,484",3/1/2024 6:33,77W,PHBVD,FALSE,250,106784,96950
2024-01-02|KL|0871||AMS,KL,871,2/1/2024,AMS,DEL,211666,212089,169485,"344,947,981",3/1/2024 6:33,77W,PHBVV,FALSE,20,67320,54510
2024-01-03|KL|0601||AMS,KL,601,3/1/2024,AMS,LAX,174694,175429,133260,"255,030,986",4/1/2024 6:27,781,PHBKK,FALSE,10,63846,58577
2024-01-03|KL|0661||AMS,KL,661,3/1/2024,AMS,IAH,182861,184273,148099,"322,756,779",4/1/2024 6:27,772,PHBQI,FALSE,20,73303,65165
2024-01-03|KL|0835||AMS,KL,835,3/1/2024,AMS,SIN,190719,191372,148366,"27,439,963",4/1/2024 6:27,772,PHBQF,FALSE,20,93701,82894
2024-01-03|KL|0855||AMS,KL,855,3/1/2024,AMS,ICN,188479,190679,148479,"281,953,714",4/1/2024 6:27,772,PHBQN,FALSE,20,82813,76727
2024-01-03|KL|0871||AMS,KL,871,3/1/2024,AMS,DEL,219330,219871,171524,"323,706,251",4/1/2024 6:27,77W,PHBVK,FALSE,200,77420,61279
2024-01-03|KL|0879||AMS,KL,879,3/1/2024,AMS,BLR,183955,184328,147551,"322,196,084",4/1/2024 6:27,772,PHBQA,FALSE,20,60658,54071
2024-01-04|KL|0601||AMS,KL,601,4/1/2024,AMS,LAX,195443,195059,148199,"2,674,694",5/1/2024 6:27,772,PHBQC,FALSE,200,79200,73029
2024-01-04|KL|0605||AMS,KL,605,4/1/2024,AMS,SFO,172111,173622,133167,"324,139,964",5/1/2024 6:27,781,PHBKI,FALSE,100,62461,57270
2024-01-04|KL|0661||AMS,KL,661,4/1/2024,AMS,IAH,159922,161103,128046,"314,365,732",5/1/2024 6:27,789,PHBHD,FALSE,100,58844,52385
2024-01-04|KL|0835||AMS,KL,835,4/1/2024,AMS,SIN,224919,223895,170582,"356,430,543",5/1/2024 6:27,77W,PHBVW,FALSE,150,101936,92774
2024-01-04|KL|0855||AMS,KL,855,4/1/2024,AMS,ICN,180617,180551,148375,"332,769,698",5/1/2024 6:27,772,PHBQG,FALSE,20,76274,71001
2024-01-04|KL|0871||AMS,KL,871,4/1/2024,AMS,DEL,170780,171294,132056,"335,310,209",5/1/2024 6:27,781,PHBKF,FALSE,10,50969,40932
2024-01-05|KL|0601||AMS,KL,601,5/1/2024,AMS,LAX,173428,174137,132805,"290,076,669",6/1/2024 6:28,781,PHBKD,FALSE,220,66828,61442
2024-01-05|KL|0605||AMS,KL,605,5/1/2024,AMS,SFO,171062,171630,133116,"32,481,953",6/1/2024 6:28,781,PHBKH,FALSE,150,63401,58201
2024-01-05|KL|0661||AMS,KL,661,5/1/2024,AMS,IAH,189395,189640,148039,"307,491,551",6/1/2024 6:28,772,PHBQP,FALSE,200,80888,72237
2024-01-05|KL|0835||AMS,KL,835,5/1/2024,AMS,SIN,221635,220762,170595,"307,134,495",6/1/2024 6:28,77W,PHBVS,FALSE,200,108257,98345
2024-01-05|KL|0855||AMS,KL,855,5/1/2024,AMS,ICN,182053,182102,148602,"301,970,502",6/1/2024 6:28,772,PHBQE,FALSE,100,78211,72871
2024-01-05|KL|0871||AMS,KL,871,5/1/2024,AMS,DEL,188420,188645,148084,"267,699,133",6/1/2024 6:28,772,PHBQM,FALSE,20,65405,49837
2024-01-05|KL|0879||AMS,KL,879,5/1/2024,AMS,BLR,180556,181248,147695,"346,124,375",6/1/2024 6:28,772,PHBQF,FALSE,100,61189,53990
2024-01-06|KL|0601||AMS,KL,601,6/1/2024,AMS,LAX,192295,192748,148279,"285,864,341",7/1/2024 6:27,772,PHBQG,FALSE,200,83180,76895
2024-01-06|KL|0605||AMS,KL,605,6/1/2024,AMS,SFO,176669,177660,132774,"316,436,531",7/1/2024 6:27,781,PHBKM,FALSE,220,66376,61177
2024-01-06|KL|0835||AMS,KL,835,6/1/2024,AMS,SIN,223544,223809,173147,"304,347,811",7/1/2024 6:27,77W,PHBVB,FALSE,200,111835,101744
2024-01-06|KL|0855||AMS,KL,855,6/1/2024,AMS,ICN,191382,191854,148521,"290,333,177",7/1/2024 6:27,772,PHBQN,FALSE,200,86166,80541
2024-01-06|KL|0871||AMS,KL,871,6/1/2024,AMS,DEL,223566,223179,171659,"288,573,381",7/1/2024 6:27,77W,PHBVF,FALSE,200,75610,61671
2024-01-07|KL|0601||AMS,KL,601,7/1/2024,AMS,LAX,180322,181515,132694,"30,505,505",8/1/2024 6:29,781,PHBKD,FALSE,220,68177,62665
2024-01-07|KL|0605||AMS,KL,605,7/1/2024,AMS,SFO,179125,179083,133338,"329,213,501",8/1/2024 6:29,781,PHBKH,FALSE,100,64206,58853
2024-01-07|KL|0661||AMS,KL,661,7/1/2024,AMS,IAH,171570,172057,128129,"257,137,373",8/1/2024 6:29,789,PHBHG,FALSE,100,61985,55142
2024-01-07|KL|0835||AMS,KL,835,7/1/2024,AMS,SIN,189664,189506,148795,"303,750,775",8/1/2024 6:29,772,PHBQO,FALSE,200,92522,85828
2024-01-07|KL|0855||AMS,KL,855,7/1/2024,AMS,ICN,223292,222855,172681,"306,624,778",8/1/2024 6:29,77W,PHBVC,FALSE,200,98417,92350
2024-01-07|KL|0871||AMS,KL,871,7/1/2024,AMS,DEL,176951,177208,132250,"273,625,426",8/1/2024 6:29,781,PHBKA,FALSE,220,55372,44750
2024-01-07|KL|0879||AMS,KL,879,7/1/2024,AMS,BLR,164615,165116,127768,"275,557,474",8/1/2024 6:29,789,PHBHM,FALSE,220,54398,47825
2024-01-08|KL|0601||AMS,KL,601,8/1/2024,AMS,LAX,183151,183463,133314,"226,052,191",9/1/2024 6:29,781,PHBKK,FALSE,10,64258,58749
2024-01-08|KL|0661||AMS,KL,661,8/1/2024,AMS,IAH,175927,175137,127996,"270,511,362",9/1/2024 6:29,789,PHBHC,FALSE,100,64865,57067
2024-01-08|KL|0835||AMS,KL,835,8/1/2024,AMS,SIN,190995,190433,148468,"271,422,325",9/1/2024 6:29,772,PHBQG,FALSE,200,94078,86589
2024-01-08|KL|0855||AMS,KL,855,8/1/2024,AMS,ICN,177238,177291,148215,"257,676,715",9/1/2024 6:29,772,PHBQK,FALSE,200,80818,75086
2024-01-08|KL|0871||AMS,KL,871,8/1/2024,AMS,DEL,209365,212804,171594,"311,072,498",9/1/2024 6:29,77W,PHBVD,FALSE,200,74232,60031
2024-01-08|KL|0879||AMS,KL,879,8/1/2024,AMS,BLR,158114,158976,127792,"316,281,834",9/1/2024 6:29,789,PHBHF,FALSE,220,50541,44738
2024-01-09|KL|0601||AMS,KL,601,9/1/2024,AMS,LAX,176947,176984,133015,"21,396,151",10/1/2024 6:27,781,PHBKM,FALSE,220,68458,62992
2024-01-09|KL|0605||AMS,KL,605,9/1/2024,AMS,SFO,172493,173579,132819,"277,294,701",10/1/2024 6:27,781,PHBKC,FALSE,220,65449,60233
2024-01-09|KL|0661||AMS,KL,661,9/1/2024,AMS,IAH,164699,164859,128225,"296,649,035",10/1/2024 6:27,789,PHBHN,FALSE,150,60594,53539
2024-01-09|KL|0835||AMS,KL,835,9/1/2024,AMS,SIN,219359,218853,170508,"318,123,615",10/1/2024 6:27,77W,PHBVS,FALSE,200,112347,102344
2024-01-09|KL|0871||AMS,KL,871,9/1/2024,AMS,DEL,219103,217320,171530,"350,772,351",10/1/2024 6:27,77W,PHBVD,FALSE,200,75983,61028
2024-01-10|KL|0601||AMS,KL,601,10/1/2024,AMS,LAX,174322,175623,133290,"328,339,614",11/1/2024 6:27,781,PHBKH,FALSE,100,65045,59677
2024-01-10|KL|0661||AMS,KL,661,10/1/2024,AMS,IAH,191512,192318,147949,"262,261,212",11/1/2024 6:27,772,PHBQK,FALSE,200,77592,69516
2024-01-10|KL|0835||AMS,KL,835,10/1/2024,AMS,SIN,187116,187264,148603,"266,688,619",11/1/2024 6:27,772,PHBQE,FALSE,200,92268,85652
2024-01-10|KL|0855||AMS,KL,855,10/1/2024,AMS,ICN,189158,188917,148164,"284,410,858",11/1/2024 6:27,772,PHBQB,FALSE,100,81860,76346
2024-01-10|KL|0871||AMS,KL,871,10/1/2024,AMS,DEL,216989,216856,171364,"299,215,247",11/1/2024 6:27,77W,PHBVK,FALSE,200,75904,61621
2024-01-10|KL|0879||AMS,KL,879,10/1/2024,AMS,BLR,167481,168083,132214,"329,998,271",11/1/2024 6:27,781,PHBKA,FALSE,100,54606,48535
2024-01-11|KL|0601||AMS,KL,601,11/1/2024,AMS,LAX,174316,174582,132677,"275,264,983",12/1/2024 6:27,781,PHBKF,FALSE,100,65824,60482
2024-01-11|KL|0605||AMS,KL,605,11/1/2024,AMS,SFO,177904,178375,133104,"284,930,878",12/1/2024 6:27,781,PHBKK,FALSE,220,64374,59127
2024-01-11|KL|0661||AMS,KL,661,11/1/2024,AMS,IAH,172198,173096,128440,"270,194,115",12/1/2024 6:27,789,PHBHF,FALSE,220,63471,56486
2024-01-11|KL|0835||AMS,KL,835,11/1/2024,AMS,SIN,235837,235456,170574,"253,927,531",12/1/2024 6:27,77W,PHBVU,FALSE,100,115687,104646
2024-01-11|KL|0855||AMS,KL,855,11/1/2024,AMS,ICN,188215,188218,148460,"282,080,087",12/1/2024 6:27,772,PHBQL,FALSE,100,81249,75745
2024-01-11|KL|0871||AMS,KL,871,11/1/2024,AMS,DEL,177777,179208,132364,"234,765,204",12/1/2024 6:27,781,PHBKA,FALSE,220,55555,44622
2024-01-12|KL|0601||AMS,KL,601,12/1/2024,AMS,LAX,161504,162214,132779,"268,766,042",13-1-2024 06:27:00,781,PHBKM,FALSE,150,62129,56451
2024-01-12|KL|0605||AMS,KL,605,12/1/2024,AMS,SFO,180220,181446,133170,"339,310,576",13-1-2024 06:27:00,781,PHBKH,FALSE,50,66679,61266
2024-01-12|KL|0835||AMS,KL,835,12/1/2024,AMS,SIN,227954,227217,172491,"233,101,464",13-1-2024 06:27:00,77W,PHBVG,FALSE,250,114723,102967
2024-01-12|KL|0855||AMS,KL,855,12/1/2024,AMS,ICN,193833,193130,148435,"254,756,961",13-1-2024 06:27:00,772,PHBQG,FALSE,100,82698,77074
2024-01-12|KL|0871||AMS,KL,871,12/1/2024,AMS,DEL,192777,192915,147655,"255,565,874",13-1-2024 06:27:00,772,PHBQN,FALSE,200,65272,52234
2024-01-12|KL|0879||AMS,KL,879,12/1/2024,AMS,BLR,189201,189446,147800,"278,143,021",13-1-2024 06:27:00,772,PHBQI,FALSE,200,65757,58117
2024-01-13|KL|0601||AMS,KL,601,13-1-2024,AMS,LAX,173407,174128,132642,"276,654,081",14-1-2024 06:27:00,781,PHBKC,FALSE,100,64711,59359
2024-01-13|KL|0605||AMS,KL,605,13-1-2024,AMS,SFO,174161,175373,132697,"323,201,322",14-1-2024 06:27:00,781,PHBKA,FALSE,100,63973,58808
2024-01-13|KL|0661||AMS,KL,661,13-1-2024,AMS,IAH,194481,197843,148336,"208,573,059",14-1-2024 06:27:00,772,PHBQH,FALSE,200,83393,74384
2024-01-13|KL|0835||AMS,KL,835,13-1-2024,AMS,SIN,224386,224517,172317,"247,102,138",14-1-2024 06:27:00,77W,PHBVP,FALSE,20,104429,94592
2024-01-13|KL|0855||AMS,KL,855,13-1-2024,AMS,ICN,197653,198938,148854,"268,611,607",14-1-2024 06:27:00,772,PHBQO,FALSE,20,82537,76829
2024-01-13|KL|0871||AMS,KL,871,13-1-2024,AMS,DEL,218213,218550,171990,"324,955,262",14-1-2024 06:27:00,77W,PHBVI,FALSE,20,68895,54736
2024-01-13|KL|0879||AMS,KL,879,13-1-2024,AMS,BLR,186466,187635,147693,"256,407,834",14-1-2024 06:27:00,772,PHBQI,FALSE,200,64584,56921
2024-01-14|KL|0601||AMS,KL,601,14-1-2024,AMS,LAX,173008,175047,132658,"316,855,878",15-1-2024 06:27:00,781,PHBKD,FALSE,220,67343,61904
2024-01-14|KL|0605||AMS,KL,605,14-1-2024,AMS,SFO,172764,174661,132905,"298,819,074",15-1-2024 06:27:00,781,PHBKG,FALSE,200,65821,60545
2024-01-14|KL|0661||AMS,KL,661,14-1-2024,AMS,IAH,174035,175423,127810,"277,066,717",15-1-2024 06:27:00,789,PHBHC,FALSE,50,63889,56735
2024-01-14|KL|0835||AMS,KL,835,14-1-2024,AMS,SIN,228065,229429,170661,"305,732,495",15-1-2024 06:27:00,77W,PHBVW,FALSE,20,103284,93483
2024-01-14|KL|0855||AMS,KL,855,14-1-2024,AMS,ICN,180210,180767,148047,"26,869,346",15-1-2024 06:27:00,772,PHBQB,FALSE,200,77401,72376
2024-01-14|KL|0871||AMS,KL,871,14-1-2024,AMS,DEL,170540,176972,132114,"234,390,521",15-1-2024 06:27:00,781,PHBKC,FALSE,220,52713,40033
2024-01-14|KL|0879||AMS,KL,879,14-1-2024,AMS,BLR,172430,174022,127723,"241,866,533",15-1-2024 06:27:00,789,PHBHN,FALSE,10,52468,46456
2024-01-15|KL|0601||AMS,KL,601,15-1-2024,AMS,LAX,171280,172117,132748,"287,691,837",16-1-2024 06:28:00,781,PHBKD,FALSE,200,65034,59642
2024-01-15|KL|0661||AMS,KL,661,15-1-2024,AMS,IAH,173236,175027,128395,"294,022,142",16-1-2024 06:28:00,789,PHBHP,FALSE,200,65884,57610
2024-01-15|KL|0835||AMS,KL,835,15-1-2024,AMS,SIN,186736,186666,148219,"273,309,987",16-1-2024 06:28:00,772,PHBQA,FALSE,20,89301,80515
2024-01-15|KL|0855||AMS,KL,855,15-1-2024,AMS,ICN,181193,180202,148171,"257,369,641",16-1-2024 06:28:00,772,PHBQC,FALSE,200,80339,74875
2024-01-15|KL|0871||AMS,KL,871,15-1-2024,AMS,DEL,219881,219662,169443,"33,436,308",16-1-2024 06:28:00,77W,PHBVO,FALSE,200,70102,56889
2024-01-15|KL|0879||AMS,KL,879,15-1-2024,AMS,BLR,168977,170098,127795,"29,094,024",16-1-2024 06:28:00,789,PHBHN,FALSE,220,53885,47247
2024-01-16|KL|0601||AMS,KL,601,16-1-2024,AMS,LAX,167050,170632,132763,"27,850,271",17-1-2024 06:27:00,781,PHBKA,FALSE,200,64078,58760
2024-01-16|KL|0605||AMS,KL,605,16-1-2024,AMS,SFO,172713,178699,132665,"215,262,161",17-1-2024 06:27:00,781,PHBKF,FALSE,220,66026,60619
2024-01-16|KL|0661||AMS,KL,661,16-1-2024,AMS,IAH,171769,173569,128330,"331,233,491",17-1-2024 06:27:00,789,PHBHC,FALSE,220,65793,57747
2024-01-16|KL|0835||AMS,KL,835,16-1-2024,AMS,SIN,220979,223166,172399,"285,553,285",17-1-2024 06:27:00,77W,PHBVG,FALSE,20,102748,92954
2024-01-16|KL|0871||AMS,KL,871,16-1-2024,AMS,DEL,218867,217960,171890,"339,658,641",17-1-2024 06:27:00,77W,PHBVD,FALSE,200,70291,56487
2024-01-17|KL|0601||AMS,KL,601,17-1-2024,AMS,LAX,172071,175069,133260,"324,997,482",18-1-2024 06:28:00,781,PHBKK,FALSE,220,64913,59612
2024-01-17|KL|0661||AMS,KL,661,17-1-2024,AMS,IAH,166961,168675,128139,"254,638,547",18-1-2024 06:28:00,789,PHBHE,FALSE,700,65157,57633
2024-01-17|KL|0835||AMS,KL,835,17-1-2024,AMS,SIN,190000,189898,148234,"266,656,709",18-1-2024 06:28:00,772,PHBQK,FALSE,200,91397,83304
2024-01-17|KL|0855||AMS,KL,855,17-1-2024,AMS,ICN,187628,188305,148265,"294,428,792",18-1-2024 06:28:00,772,PHBQB,FALSE,200,83798,78157
2024-01-17|KL|0871||AMS,KL,871,17-1-2024,AMS,DEL,224674,225147,169526,"300,088,447",18-1-2024 06:28:00,77W,PHBVS,FALSE,200,72052,58322
2024-01-17|KL|0879||AMS,KL,879,17-1-2024,AMS,BLR,177731,180001,132826,"268,878,082",18-1-2024 06:28:00,781,PHBKH,FALSE,10,54942,48219
2024-01-18|KL|0601||AMS,KL,601,18-1-2024,AMS,LAX,175884,177239,132679,"304,440,901",19-1-2024 06:27:00,781,PHBKD,FALSE,220,65573,60136
2024-01-18|KL|0605||AMS,KL,605,18-1-2024,AMS,SFO,178164,178319,133302,"297,054,679",19-1-2024 06:27:00,781,PHBKH,FALSE,220,65284,59977
2024-01-18|KL|0661||AMS,KL,661,18-1-2024,AMS,IAH,162268,163094,128434,"292,598,061",19-1-2024 06:27:00,789,PHBHP,FALSE,220,59807,53392
2024-01-18|KL|0835||AMS,KL,835,18-1-2024,AMS,SIN,226543,227513,170777,"24,402,579",19-1-2024 06:27:00,77W,PHBVW,FALSE,200,114424,104245
2024-01-18|KL|0855||AMS,KL,855,18-1-2024,AMS,ICN,184309,185179,148496,"291,114,423",19-1-2024 06:27:00,772,PHBQL,FALSE,200,84049,78517
2024-01-18|KL|0871||AMS,KL,871,18-1-2024,AMS,DEL,174367,178930,132218,"231,968,329",19-1-2024 06:27:00,781,PHBKG,FALSE,220,54085,43932
2024-01-19|KL|0601||AMS,KL,601,19-1-2024,AMS,LAX,174900,174302,132786,"234,210,289",20-1-2024 06:28:00,781,PHBKC,FALSE,220,65812,60363
2024-01-19|KL|0661||AMS,KL,661,19-1-2024,AMS,IAH,168902,171320,128522,"285,817,589",20-1-2024 06:28:00,789,PHBHF,FALSE,220,58665,51845
2024-01-19|KL|0835||AMS,KL,835,19-1-2024,AMS,SIN,225365,225120,172767,"261,406,394",20-1-2024 06:28:00,77W,PHBVI,FALSE,200,108418,98817
2024-01-19|KL|0855||AMS,KL,855,19-1-2024,AMS,ICN,194131,194768,148802,"259,378,978",20-1-2024 06:28:00,772,PHBQO,FALSE,200,87389,81638
2024-01-19|KL|0871||AMS,KL,871,19-1-2024,AMS,DEL,189428,190510,147570,"246,309,392",20-1-2024 06:28:00,772,PHBQF,FALSE,200,68097,54067
2024-01-19|KL|0879||AMS,KL,879,19-1-2024,AMS,BLR,172678,176513,132303,"256,324,212",20-1-2024 06:28:00,781,PHBKG,FALSE,200,56633,49963
2024-01-20|KL|0601||AMS,KL,601,20-1-2024,AMS,LAX,179020,180815,133299,"271,444,808",21-1-2024 06:27:00,781,PHBKK,FALSE,220,68238,62738
2024-01-20|KL|0605||AMS,KL,605,20-1-2024,AMS,SFO,184081,184476,132758,"254,138,449",21-1-2024 06:27:00,781,PHBKG,FALSE,10,69113,63571
2024-01-20|KL|0661||AMS,KL,661,20-1-2024,AMS,IAH,177301,178281,128661,"338,729,657",21-1-2024 06:27:00,789,PHBHF,FALSE,10,61430,54513
2024-01-20|KL|0835||AMS,KL,835,20-1-2024,AMS,SIN,229424,229944,172531,"256,984,199",21-1-2024 06:27:00,77W,PHBVG,FALSE,200,112483,102640
2024-01-20|KL|0855||AMS,KL,855,20-1-2024,AMS,ICN,194285,193631,148744,"262,487,554",21-1-2024 06:27:00,772,PHBQH,FALSE,100,85852,80127
2024-01-20|KL|0871||AMS,KL,871,20-1-2024,AMS,DEL,224130,224186,169817,"290,237,277",21-1-2024 06:27:00,77W,PHBVU,FALSE,100,71814,58880
2024-01-20|KL|0879||AMS,KL,879,20-1-2024,AMS,BLR,190690,191960,147336,"248,720,022",21-1-2024 06:27:00,772,PHBQC,FALSE,200,68937,60531
2024-01-21|KL|0601||AMS,KL,601,21-1-2024,AMS,LAX,179552,181377,132788,"271,965,133",22-1-2024 06:27:00,781,PHBKF,FALSE,150,69537,63985
2024-01-21|KL|0605||AMS,KL,605,21-1-2024,AMS,SFO,176968,178140,132862,"319,040,891",22-1-2024 06:27:00,781,PHBKA,FALSE,10,64318,59057
2024-01-21|KL|0661||AMS,KL,661,21-1-2024,AMS,IAH,170561,171573,128323,"272,050,428",22-1-2024 06:27:00,789,PHBHP,FALSE,200,65962,58983
2024-01-21|KL|0835||AMS,KL,835,21-1-2024,AMS,SIN,226753,227729,170194,"269,808,058",22-1-2024 06:27:00,77W,PHBVN,FALSE,200,110555,100825
2024-01-21|KL|0855||AMS,KL,855,21-1-2024,AMS,ICN,187593,187694,148302,"272,980,389",22-1-2024 06:27:00,772,PHBQP,FALSE,200,83794,78347
2024-01-21|KL|0871||AMS,KL,871,21-1-2024,AMS,DEL,173914,174326,132168,"290,294,762",22-1-2024 06:27:00,781,PHBKC,FALSE,220,59163,46244
2024-01-21|KL|0879||AMS,KL,879,21-1-2024,AMS,BLR,174123,175701,127840,"193,919,992",22-1-2024 06:27:00,789,PHBHF,FALSE,10,54930,48183
2024-01-22|KL|0601||AMS,KL,601,22-1-2024,AMS,LAX,171612,173389,133103,"188,138,974",23-1-2024 06:28:00,781,PHBKL,FALSE,220,66643,61244
2024-01-22|KL|0661||AMS,KL,661,22-1-2024,AMS,IAH,168210,168371,128047,"247,071,605",23-1-2024 06:28:00,789,PHBHF,FALSE,220,71746,63326
2024-01-22|KL|0835||AMS,KL,835,22-1-2024,AMS,SIN,188388,188576,148196,"246,922,428",23-1-2024 06:28:00,772,PHBQB,FALSE,200,91051,84408
2024-01-22|KL|0855||AMS,KL,855,22-1-2024,AMS,ICN,195007,194977,148454,"299,217,758",23-1-2024 06:28:00,772,PHBQG,FALSE,200,89113,83457
2024-01-22|KL|0871||AMS,KL,871,22-1-2024,AMS,DEL,221312,221664,169609,"286,632,479",23-1-2024 06:28:00,77W,PHBVS,FALSE,200,74613,60456
2024-01-22|KL|0879||AMS,KL,879,22-1-2024,AMS,BLR,163894,164500,127700,"27,506,784",23-1-2024 06:28:00,789,PHBHG,FALSE,10,51423,45040
2024-01-23|KL|0601||AMS,KL,601,23-1-2024,AMS,LAX,179507,180069,132835,"28,191,337",24-1-2024 06:27:00,781,PHBKA,FALSE,400,71658,66056
2024-01-23|KL|0605||AMS,KL,605,23-1-2024,AMS,SFO,168683,169370,133012,"210,540,974",24-1-2024 06:27:00,781,PHBKK,FALSE,220,65059,59841
2024-01-23|KL|0661||AMS,KL,661,23-1-2024,AMS,IAH,175891,176099,127707,"316,610,813",24-1-2024 06:27:00,789,PHBHE,FALSE,220,69843,62548
2024-01-23|KL|0835||AMS,KL,835,23-1-2024,AMS,SIN,228952,230018,172305,"240,084,405",24-1-2024 06:27:00,77W,PHBVF,FALSE,200,116182,105369
2024-01-23|KL|0871||AMS,KL,871,23-1-2024,AMS,DEL,224310,224717,171711,"286,040,475",24-1-2024 06:27:00,77W,PHBVI,FALSE,20,74089,60180
2024-01-24|KL|0601||AMS,KL,601,24-1-2024,AMS,LAX,172056,178401,133365,"218,036,803",25-1-2024 06:29:00,781,PHBKH,FALSE,200,69018,63506
2024-01-24|KL|0661||AMS,KL,661,24-1-2024,AMS,IAH,164796,168897,127836,"2,453,005",25-1-2024 06:29:00,789,PHBHE,FALSE,220,69217,61343
2024-01-24|KL|0835||AMS,KL,835,24-1-2024,AMS,SIN,190772,191489,148355,"228,542,482",25-1-2024 06:29:00,772,PHBQI,FALSE,20,86876,79560
2024-01-24|KL|0855||AMS,KL,855,24-1-2024,AMS,ICN,197391,197295,148898,"294,066,914",25-1-2024 06:29:00,772,PHBQM,FALSE,200,85861,80185
2024-01-24|KL|0871||AMS,KL,871,24-1-2024,AMS,DEL,193212,193523,147961,"239,371,127",25-1-2024 06:29:00,772,PHBQO,FALSE,20,61459,49545
2024-01-24|KL|0879||AMS,KL,879,24-1-2024,AMS,BLR,184307,185148,147550,"271,650,917",25-1-2024 06:29:00,772,PHBQP,FALSE,20,61274,53986
2024-01-25|KL|0601||AMS,KL,601,25-1-2024,AMS,LAX,181256,181646,133380,"219,851,157",26-1-2024 06:29:00,781,PHBKI,FALSE,200,69976,64350
2024-01-25|KL|0605||AMS,KL,605,25-1-2024,AMS,SFO,168756,169583,132700,"153,435,701",26-1-2024 06:29:00,781,PHBKM,FALSE,10,64265,58513
2024-01-25|KL|0835||AMS,KL,835,25-1-2024,AMS,SIN,228488,227932,170173,"328,966,015",26-1-2024 06:29:00,77W,PHBVN,FALSE,20,104695,96505
2024-01-25|KL|0855||AMS,KL,855,25-1-2024,AMS,ICN,191695,191817,148593,"278,685,911",26-1-2024 06:29:00,772,PHBQG,FALSE,200,85633,80036
2024-01-25|KL|0871||AMS,KL,871,25-1-2024,AMS,DEL,178442,178621,132275,"253,466,461",26-1-2024 06:29:00,781,PHBKG,FALSE,10,52374,42155
2024-01-26|KL|0601||AMS,KL,601,26-1-2024,AMS,LAX,174987,174774,132759,"305,674,417",27-1-2024 06:28:00,781,PHBKC,FALSE,200,67287,61571
2024-01-26|KL|0605||AMS,KL,605,26-1-2024,AMS,SFO,171986,172263,132596,"311,474,807",27-1-2024 06:28:00,781,PHBKF,FALSE,200,69127,63172
2024-01-26|KL|0661||AMS,KL,661,26-1-2024,AMS,IAH,166060,166889,127972,"257,969,445",27-1-2024 06:28:00,789,PHBHD,FALSE,220,64472,57564
2024-01-26|KL|0835||AMS,KL,835,26-1-2024,AMS,SIN,229320,229775,172607,"295,054,419",27-1-2024 06:28:00,77W,PHBVD,FALSE,200,111441,101106
2024-01-26|KL|0855||AMS,KL,855,26-1-2024,AMS,ICN,195873,196207,148226,"301,704,662",27-1-2024 06:28:00,772,PHBQA,FALSE,200,87943,82180
2024-01-26|KL|0871||AMS,KL,871,26-1-2024,AMS,DEL,213168,214060,169490,"285,787,908",27-1-2024 06:28:00,77W,PHBVW,FALSE,200,69097,55217
2024-01-26|KL|0879||AMS,KL,879,26-1-2024,AMS,BLR,193213,193517,147689,"242,632,961",27-1-2024 06:28:00,772,PHBQD,FALSE,200,65432,57781
2024-01-27|KL|0601||AMS,KL,601,27-1-2024,AMS,LAX,179751,179691,132824,"273,219,167",28-1-2024 06:27:00,781,PHBKG,FALSE,220,70672,63944
2024-01-27|KL|0605||AMS,KL,605,27-1-2024,AMS,SFO,180096,181302,132792,"245,649,222",28-1-2024 06:27:00,781,PHBKM,FALSE,220,70348,64254
2024-01-27|KL|0661||AMS,KL,661,27-1-2024,AMS,IAH,173552,173989,128082,"283,774,444",28-1-2024 06:27:00,789,PHBHD,FALSE,220,68094,61324
