ACType,TakeOffFuel,FuelIndex
772,15360,-0.31488
772,15680,-0.30576
772,16000,-0.304
772,16320,-0.30192
772,16640,-0.2912
772,16960,-0.28832
772,17280,-0.27648
772,17600,-0.2728
772,17920,-0.2688
772,18240,-0.25536
772,18560,-0.25056
772,18880,-0.24544
772,19200,-0.2304
772,19520,-0.22448
772,19840,-0.21824
772,20160,-0.2016
772,20480,-0.19456
772,20800,-0.1768
772,21120,-0.16896
772,21440,-0.15008
772,21760,-0.14144
772,22080,-0.12144
772,22400,-0.112
772,22720,-0.09088
772,23040,-0.08064
772,23360,-0.0584
772,23680,-0.04736
772,24000,-0.024
772,24320,-0.01216
772,24640,0.01232
772,24960,0.03744
772,25280,0.05056
772,25600,0.0768
772,25920,0.09072
772,26240,0.11808
772,26560,0.1328
772,26880,0.16128
772,27200,0.204
772,27520,0.23392
772,27840,0.26448
772,28160,0.30976
772,28480,0.34176
772,28800,0.3744
772,29120,0.40768
772,29440,0.45632
772,29760,0.49104
772,30080,0.5264
772,30400,0.5776
772,30720,0.6144
772,31040,0.65184
772,31360,0.7056
772,31680,0.74448
772,32000,0.784
772,32320,0.84032
772,32640,0.88128
772,32960,0.92288
772,33280,0.9984
772,33600,1.0584
772,33920,1.11936
772,34240,1.1984
772,34560,1.26144
772,34880,1.32544
772,35200,1.408
772,35520,1.47408
772,35840,1.54112
772,36160,1.6272
772,36480,1.69632
772,36800,1.7664
772,37120,1.856
772,37440,1.92816
772,37760,2.00128
772,38080,2.0944
772,38400,2.1696
772,38720,2.26512
772,39040,2.38144
772,39360,2.47968
772,39680,2.59904
772,40000,2.7
772,40320,2.8224
772,40640,2.92608
772,40960,3.05152
772,41280,3.15792
772,41600,3.2864
772,41920,3.39552
772,42240,3.52704
772,42560,3.63888
772,42880,3.77344
772,43200,3.9096
772,43520,4.04736
772,43840,4.20864
772,44160,4.34976
772,44480,4.49248
772,44800,4.6592
772,45120,4.80528
772,45440,4.97568
772,45760,5.12512
772,46080,5.2992
772,46400,5.452
772,46720,5.62976
772,47040,5.78592
772,47360,5.96736
772,47680,6.15072
772,48000,6.36
772,48320,6.54736
772,48640,6.73664
772,48960,6.92784
772,49280,7.1456
772,49600,7.3408
772,49920,7.53792
772,50240,7.73696
772,50560,7.9632
772,50880,8.19168
772,51200,8.4224
772,51520,8.6296
772,51840,8.86464
772,52160,9.10192
772,52480,9.34144
772,52800,9.5832
772,53120,9.8272
772,53440,10.07344
772,53760,10.3488
772,54080,10.59968
772,54400,10.88
772,54720,11.16288
772,55040,11.4208
772,55360,11.70864
772,55680,11.9712
772,56000,12.264
772,56320,12.58752
772,56640,12.8856
772,56960,13.18624
772,57280,13.48944
772,57600,13.824
772,57900.8,14.0988448
772,58220.8,13.9406048
772,58540.8,13.7810848
772,58860.8,13.6202848
772,59180.8,13.4588448
772,59500.8,13.2956448
772,59820.8,13.1330848
772,60140.8,12.9698848
772,60460.8,12.8073248
772,60780.8,12.6430048
772,61100.8,12.4780448
772,61420.8,12.3124448
772,61740.8,12.1462048
772,62060.8,11.9793248
772,62380.8,11.8118048
772,62700.8,11.6412448
772,63020.8,11.4671648
772,63340.8,11.2918048
772,63660.8,11.1180448
772,63980.8,10.9402848
772,64300.8,10.7612448
772,64620.8,10.5809248
772,64940.8,10.3993248
772,65260.8,10.2164448
772,65580.8,10.0322848
772,65900.8,9.8468448
772,66220.8,9.6601248
772,66540.8,9.4764448
772,66860.8,9.3007648
772,67180.8,9.1201248
772,67500.8,8.9388448
772,67820.8,8.7569248
772,68140.8,8.5743648
772,68460.8,8.3911648
772,68780.8,8.2127648
772,69100.8,8.0284448
772,69420.8,7.8434848
772,69740.8,7.6578848
772,70060.8,7.4716448
772,70380.8,7.2847648
772,70700.8,7.0972448
772,71020.8,6.9222048
772,71340.8,6.7404448
772,71660.8,6.5652448
772,71980.8,6.3830048
772,72300.8,6.2076448
772,72620.8,6.0249248
772,72940.8,5.8418848
772,73260.8,5.6662048
772,73580.8,5.4826848
772,73900.8,5.3068448
772,74220.8,5.1228448
772,74540.8,4.9468448
772,74860.8,4.7623648
772,75180.8,4.5775648
772,75500.8,4.4012448
772,75820.8,4.2249248
772,76140.8,4.0486048
772,76460.8,3.8722848
772,76780.8,3.6959648
772,77100.8,3.5196448
772,77420.8,3.3433248
772,77740.8,3.1670048
772,78060.8,2.9906848
772,78380.8,2.8143648
772,78700.8,2.6380448
772,79020.8,2.4617248
772,79340.8,2.2854048
772,79660.8,2.1090848
772,79980.8,1.9327648
772,80300.8,1.7564448
772,80620.8,1.5801248
772,80940.8,1.4038048
772,81260.8,1.2274848
772,81580.8,1.0511648
772,81900.8,0.8868448
772,82220.8,0.7106848
772,82540.8,0.5345248
772,82860.8,0.3708448
772,83180.8,0.1948448
772,83500.8,0.0188448
772,83820.8,-0.1571552
772,84140.8,-0.3200352
772,84460.8,-0.4958752
772,84780.8,-0.6717152
772,85100.8,-0.8475552
772,85420.8,-1.0096352
772,85740.8,-1.1853152
772,86060.8,-1.3609952
772,86380.8,-1.5366752
772,86700.8,-1.6979552
772,87020.8,-1.8734752
772,87340.8,-2.0489952
772,87660.8,-2.2245152
772,87980.8,-2.3849952
772,88300.8,-2.5603552
772,88620.8,-2.7357152
772,88940.8,-2.9110752
772,89260.8,-3.0707552
772,89580.8,-3.2459552
772,89900.8,-3.4211552
772,90220.8,-3.5963552
772,90540.8,-3.7552352
772,90860.8,-3.9302752
772,91180.8,-4.1053152
772,91500.8,-4.2803552
772,91820.8,-4.4553952
772,92140.8,-4.6133152
772,92460.8,-4.7881952
772,92780.8,-4.9630752
772,93100.8,-5.1379552
772,93420.8,-5.3128352
772,93740.8,-5.4877152
772,94060.8,-5.6445152
772,94380.8,-5.8192352
772,94700.8,-5.9939552
772,95020.8,-6.1686752
772,95340.8,-6.3433952
772,95660.8,-6.5181152
772,95980.8,-6.6928352
772,96300.8,-6.8483552
772,96620.8,-7.0229152
772,96940.8,-7.1974752
772,97260.8,-7.3720352
772,97580.8,-7.5465952
772,97900.8,-7.7211552
772,98220.8,-7.8957152
772,98540.8,-8.0499552
772,98860.8,-8.2243552
772,99180.8,-8.3987552
772,99500.8,-8.5731552
772,99820.8,-8.7475552
772,100140.8,-8.9219552
772,100460.8,-9.0963552
772,100780.8,-9.2707552
772,101100.8,-9.4451552
772,101420.8,-9.6195552
772,101740.8,-9.7939552
772,102060.8,-9.9683552
772,102380.8,-10.1427552
772,102700.8,-10.3171552
772,103020.8,-10.4915552
772,103340.8,-10.6432352
772,103660.8,-10.8174752
772,103980.8,-10.9917152
772,104300.8,-11.1659552
772,104620.8,-11.3401952
772,104940.8,-11.5144352
772,105260.8,-11.6886752
772,105580.8,-11.8629152
772,105900.8,-12.0371552
772,106220.8,-12.2113952
772,106540.8,-12.3856352
772,106860.8,-12.5598752
772,107180.8,-12.7341152
772,107500.8,-12.9083552
772,107820.8,-13.0825952
772,108140.8,-13.2568352
772,108460.8,-13.4310752
772,108780.8,-13.6053152
772,109100.8,-13.7795552
772,109420.8,-13.9537952
772,109740.8,-14.1280352
772,110060.8,-14.3022752
772,110380.8,-14.4765152
772,110700.8,-14.6507552
772,111020.8,-14.8249952
772,111340.8,-14.9992352
772,111660.8,-15.1734752
772,111980.8,-15.3206752
772,112300.8,-15.4947552
772,112620.8,-15.6688352
772,112940.8,-15.8429152
772,113260.8,-16.0169952
772,113580.8,-16.1910752
772,113900.8,-16.3651552
772,114220.8,-16.5392352
772,114540.8,-16.7133152
772,114860.8,-16.8873952
772,115180.8,-17.0614752
772,115500.8,-17.2355552
772,115820.8,-17.4096352
772,116140.8,-17.5837152
772,116460.8,-17.7577952
772,116780.8,-17.9318752
772,117100.8,-18.1059552
772,117420.8,-18.2800352
772,117740.8,-18.4541152
772,118060.8,-18.6281952
772,118380.8,-18.8022752
772,118700.8,-18.9763552
772,119020.8,-19.1504352
772,119340.8,-19.3245152
772,119660.8,-19.4985952
772,119980.8,-19.7037152
772,120300.8,-19.8779552
772,120620.8,-20.0521952
772,120940.8,-20.2264352
772,121260.8,-20.4006752
772,121580.8,-20.5749152
772,121900.8,-20.7491552
772,122220.8,-20.9233952
772,122540.8,-21.0976352
772,122860.8,-21.2718752
772,123180.8,-21.4461152
772,123500.8,-21.6203552
772,123820.8,-21.7945952
772,124140.8,-21.9688352
772,124460.8,-22.1430752
772,124780.8,-22.3507552
772,125100.8,-22.5251552
772,125420.8,-22.6995552
772,125740.8,-22.9078752
772,126060.8,-23.0824352
772,126380.8,-23.2912352
772,126700.8,-23.4659552
772,127020.8,-23.6406752
772,127340.8,-23.8501152
772,127660.8,-24.0249952
772,127980.8,-24.2349152
772,128300.8,-24.4099552
772,128620.8,-24.5849952
772,128940.8,-24.7955552
772,129260.8,-24.9707552
772,129580.8,-25.1459552
772,129900.8,-25.3571552
772,130220.8,-25.5325152
772,130540.8,-25.7441952
772,130860.8,-25.9561952
772,131180.8,-26.1685152
772,131500.8,-26.3443552
772,131820.8,-26.5571552
772,132140.8,-26.7702752
772,132460.8,-26.9837152
772,132780.8,-27.1974752
772,133100.8,-27.3739552
772,133420.8,-27.5881952
772,133740.8,-27.8027552
772,134060.8,-28.0176352
772,134380.8,-28.1945952
772,134700.8,-28.4099552
772,135020.8,-28.6256352
772,135340.8,-28.8416352
772,135660.8,-29.0579552
772,135980.8,-29.2355552
772,136300.8,-29.4523552
772,136620.8,-29.6694752
772,136940,-29.88647
781,320,0.032
781,640,0.06336
781,960,0.09456
781,1280,0.1248
781,1600,0.1552
781,1920,0.18432
781,2240,0.2128
781,2560,0.24192
781,2880,0.26928
781,3200,0.2976
781,3520,0.32384
781,3840,0.34944
781,4160,0.37648
781,4480,0.40096
781,4800,0.4272
781,5120,0.45056
781,5440,0.47328
781,5760,0.49824
781,6080,0.51984
781,6400,0.544
781,6720,0.5712
781,7040,0.60192
781,7360,0.63296
781,7680,0.66432
781,8000,0.696
781,8320,0.72384
781,8640,0.756
781,8960,0.78848
781,9280,0.82128
781,9600,0.8496
781,9920,0.88288
781,10240,0.91648
781,10560,0.9504
781,10880,0.98464
781,11200,1.0136
781,11520,1.04832
781,11840,1.08336
781,12160,1.11872
781,12480,1.14816
781,12800,1.184
781,13120,1.22016
781,13440,1.25664
781,13760,1.29344
781,14080,1.32352
781,14400,1.3608
781,14720,1.3984
781,15040,1.43632
781,15360,1.46688
781,15680,1.50528
781,16000,1.544
781,16320,1.61568
781,16640,1.68896
781,16960,1.76384
781,17280,1.84032
781,17600,1.9184
781,17920,1.99808
781,18240,2.07936
781,18560,2.16224
781,18880,2.24672
781,19200,2.3328
781,19520,2.42048
781,19840,2.50976
781,20160,2.60064
781,20480,2.69312
781,20800,2.7872
781,21120,2.88288
781,21440,2.98016
781,21760,3.06816
781,22080,3.16848
781,22400,3.2704
781,22720,3.37392
781,23040,3.50208
781,23360,3.65584
781,23680,3.81248
781,24000,3.972
781,24320,4.1344
781,24640,4.29968
781,24960,4.46784
781,25280,4.63888
781,25600,4.8128
781,25920,4.9896
781,26240,5.16928
781,26560,5.36512
781,26880,5.55072
781,27200,5.7528
781,27520,5.9856
781,27840,6.22224
781,28160,6.44864
781,28480,6.6928
781,28800,6.9408
781,29120,7.19264
781,29440,7.44832
781,29760,7.70784
781,30080,7.9712
781,30400,8.2688
781,30720,8.57088
781,31040,8.89296
781,31360,9.20416
781,31680,9.51984
781,32000,9.84
781,32320,10.1808
781,32640,10.54272
781,32960,10.90976
781,33280,11.28192
781,33432,11.467176
781,33752,11.366696
781,34072,11.263656
781,34392,11.158536
781,34712,11.050536
781,35032,10.939976
781,35352,10.826856
781,35672,10.711176
781,35992,10.592936
781,36312,10.473576
781,36632,10.350376
781,36952,10.224616
781,37272,10.096296
781,37592,9.965416
781,37912,9.834216
781,38232,9.698376
781,38552,9.559976
781,38872,9.419016
781,39192,9.275496
781,39512,9.129416
781,39832,8.983976
781,40152,8.832936
781,40472,8.679336
781,40792,8.523176
781,41112,8.364456
781,41432,8.203176
781,41752,8.043496
781,42072,7.877256
781,42392,7.708456
781,42712,7.537096
781,43032,7.382376
781,43352,7.236296
781,43672,7.090216
781,43992,6.944136
781,44312,6.798056
781,44632,6.651976
781,44952,6.505896
781,45272,6.359816
781,45592,6.213736
781,45912,6.067656
781,46232,5.921576
781,46552,5.775496
781,46872,5.629416
781,47192,5.483336
781,47512,5.337256
781,47832,5.191176
781,48152,5.045096
781,48472,4.899016
781,48792,4.752936
781,49112,4.606856
781,49432,4.460776
781,49752,4.314696
781,50072,4.168616
781,50392,4.022536
781,50712,3.876456
781,51032,3.730376
781,51352,3.584296
781,51672,3.438216
781,51992,3.292136
781,52312,3.146056
781,52632,2.999976
781,52952,2.853896
781,53272,2.707816
781,53592,2.561736
781,53912,2.415656
781,54232,2.269576
781,54552,2.123496
781,54872,1.977416
781,55192,1.831336
781,55512,1.685256
781,55832,1.539176
781,56152,1.393096
781,56472,1.247016
781,56792,1.100936
781,57112,0.954856
781,57432,0.808776
781,57752,0.662696
781,58072,0.516616
781,58392,0.370536
781,58712,0.224456
781,59032,0.078376
781,59352,-0.067704
781,59672,-0.213784
781,59992,-0.359864
781,60312,-0.505944
781,60632,-0.652024
781,60952,-0.798104
781,61272,-0.944184
781,61592,-1.090264
781,61912,-1.236344
781,62232,-1.382424
781,62552,-1.528504
781,62872,-1.674584
781,63192,-1.820664
781,63512,-1.966744
781,63832,-2.112824
781,64152,-2.258904
781,64472,-2.404984
781,64792,-2.551064
781,65112,-2.697144
781,65432,-2.843224
781,65752,-2.989304
781,66072,-3.135384
781,66392,-3.281464
781,66712,-3.427544
781,67032,-3.573624
781,67352,-3.719704
781,67672,-3.865784
781,67992,-4.011864
781,68312,-4.157944
781,68632,-4.304024
781,68952,-4.450104
781,69272,-4.596184
781,69592,-4.742264
781,69912,-4.888344
781,70232,-5.034424
781,70552,-5.180504
781,70872,-5.326584
781,71192,-5.472664
781,71512,-5.618744
781,71832,-5.764824
781,72152,-5.910904
781,72472,-6.056984
781,72792,-6.203064
781,73112,-6.349144
781,73432,-6.495224
781,73752,-6.641304
781,74072,-6.787384
781,74392,-6.933464
781,74712,-7.079544
781,75032,-7.225624
781,75352,-7.371704
781,75672,-7.517784
781,75992,-7.663864
781,76312,-7.809944
781,76632,-7.956024
781,76952,-8.102104
781,77272,-8.248184
781,77592,-8.394264
781,77912,-8.540344
781,78232,-8.686424
781,78552,-8.832504
781,78872,-8.978584
781,79192,-9.124664
781,79512,-9.270744
781,79832,-9.416824
781,80152,-9.562904
781,80472,-9.708984
781,80792,-9.855064
781,81112,-10.001144
781,81432,-10.147224
781,81752,-10.293304
781,82072,-10.439384
781,82392,-10.585464
781,82712,-10.731544
781,83032,-10.877624
781,83352,-11.023704
781,83672,-11.169784
781,83992,-11.315864
781,84312,-11.461944
781,84632,-11.608024
781,84952,-11.754104
781,85272,-11.900184
781,85592,-12.046264
781,85912,-12.192344
781,86232,-12.338424
781,86552,-12.484504
781,86872,-12.630584
781,87192,-12.776664
781,87512,-12.922744
781,87832,-13.068824
781,88152,-13.214904
781,88472,-13.360984
781,88792,-13.507064
781,89112,-13.653144
781,89432,-13.799224
781,89752,-13.945304
781,90072,-14.091384
781,90392,-14.237464
781,90712,-14.383544
781,91032,-14.529624
781,91352,-14.675704
781,91672,-14.821784
781,91992,-14.967864
781,92312,-15.113944
781,92632,-15.260024
781,92952,-15.406104
781,93272,-15.552184
781,93592,-15.698264
781,93912,-15.844344
781,94232,-15.990424
781,94552,-16.136504
781,94872,-16.282584
781,95192,-16.428664
781,95512,-16.574744
781,95832,-16.720824
781,96152,-16.866904
781,96472,-17.012984
781,96792,-17.159064
781,97112,-17.305144
781,97432,-17.451224
781,97752,-17.597304
781,98072,-17.743384
781,98392,-17.889464
781,98712,-18.035544
781,99032,-18.181624
781,99352,-18.327704
781,99672,-18.473784
781,99992,-18.619864
781,100312,-18.765944
781,100632,-18.912024
781,100952,-19.058104
781,101272,-19.204184
77W,320,-0.00704
77W,640,-0.02464
77W,960,-0.0456
77W,1280,-0.06784
77W,1600,-0.0896
77W,1920,-0.1104
77W,2240,-0.13104
77W,2560,-0.15104
77W,2880,-0.17136
77W,3200,-0.1904
77W,3520,-0.20768
77W,3840,-0.22464
77W,4160,-0.24128
77W,4480,-0.25536
77W,4800,-0.2712
77W,5120,-0.28416
77W,5440,-0.29648
77W,5760,-0.30816
77W,6080,-0.31616
77W,6400,-0.3264
77W,6720,-0.336
77W,7040,-0.34144
77W,7360,-0.3496
77W,7680,-0.35712
77W,8000,-0.36
77W,8320,-0.36608
77W,8640,-0.37152
77W,8960,-0.37632
77W,9280,-0.38048
77W,9600,-0.384
77W,9920,-0.38688
77W,10240,-0.38912
77W,10560,-0.39072
77W,10880,-0.39168
77W,11200,-0.392
77W,11520,-0.39744
77W,11840,-0.39664
77W,12160,-0.3952
77W,12480,-0.39936
77W,12800,-0.3968
77W,13120,-0.3936
77W,13440,-0.39648
77W,13760,-0.39904
77W,14080,-0.39424
77W,14400,-0.396
77W,14720,-0.39008
77W,15040,-0.39104
77W,15360,-0.39168
77W,15680,-0.38416
77W,16000,-0.384
77W,16320,-0.38352
77W,16640,-0.3744
77W,16960,-0.37312
77W,17280,-0.37152
77W,17600,-0.3608
77W,17920,-0.3584
77W,18240,-0.35568
77W,18560,-0.35264
77W,18880,-0.33984
77W,19200,-0.336
77W,19520,-0.33184
77W,19840,-0.32736
77W,20160,-0.31248
77W,20480,-0.3072
77W,20800,-0.3016
77W,21120,-0.28512
77W,21440,-0.27872
77W,21760,-0.272
77W,22080,-0.25392
77W,22400,-0.2464
77W,22720,-0.2272
77W,23040,-0.21888
77W,23360,-0.19856
77W,23680,-0.18944
77W,24000,-0.168
77W,24320,-0.15808
77W,24640,-0.13552
77W,24960,-0.1248
77W,25280,-0.10112
77W,25600,-0.0768
77W,25920,-0.05184
77W,26240,-0.02624
77W,26560,0
77W,26880,0.02688
77W,27200,0.0544
77W,27520,0.08256
77W,27840,0.11136
77W,28160,0.1408
77W,28480,0.17088
77W,28800,0.216
77W,29120,0.24752
77W,29440,0.27968
77W,29760,0.32736
77W,30080,0.36096
77W,30400,0.4104
77W,30720,0.44544
77W,31040,0.49664
77W,31360,0.53312
77W,31680,0.58608
77W,32000,0.64
77W,32320,0.67872
77W,32640,0.7344
77W,32960,0.79104
77W,33280,0.84864
77W,33600,0.9072
77W,33920,0.96672
77W,34240,1.0272
77W,34560,1.08864
77W,34880,1.15104
77W,35200,1.232
77W,35520,1.29648
77W,35840,1.37984
77W,36160,1.4464
77W,36480,1.53216
77W,36800,1.6192
77W,37120,1.70752
77W,37440,1.7784
77W,37760,1.86912
77W,38080,1.98016
77W,38400,2.0736
77W,38720,2.16832
77W,39040,2.26432
77W,39360,2.38128
77W,39680,2.48
77W,40000,2.6
77W,40320,2.70144
77W,40640,2.82448
77W,40960,2.94912
77W,41280,3.05472
77W,41600,3.1824
77W,41920,3.31168
77W,42240,3.44256
77W,42560,3.57504
77W,42880,3.70912
77W,43200,3.8448
77W,43520,4.00384
77W,43840,4.14288
77W,44160,4.28352
77W,44480,4.448
77W,44800,4.592
77W,45120,4.76016
77W,45440,4.93024
77W,45760,5.10224
77W,46080,5.25312
77W,46400,5.4288
77W,46720,5.6064
77W,47040,5.78592
77W,47360,5.99104
77W,47680,6.17456
77W,48000,6.36
77W,48320,6.54736
77W,48640,6.76096
77W,48960,6.95232
77W,49280,7.17024
77W,49600,7.3904
77W,49920,7.58784
77W,50240,7.81232
77W,50560,8.03904
77W,50880,8.268
77W,51200,8.4992
77W,51520,8.73264
77W,51840,8.96832
77W,52160,9.20624
77W,52480,9.4464
77W,52800,9.6888
77W,53120,9.96
77W,53440,10.20704
77W,53760,10.4832
77W,54080,10.76192
77W,54400,11.016
77W,54720,11.29968
77W,55040,11.58592
77W,55360,11.87472
77W,55680,12.16608
77W,56000,12.46
77W,56320,12.78464
77W,56640,13.08384
77W,56960,13.41408
77W,57280,13.71856
77W,57600,14.0544
77W,57920,14.39312
77W,58240,14.7056
77W,58560,15.04992
77W,58880,15.42656
77W,59200,15.7768
77W,59520,16.12992
77W,59840,16.51584
