ACType,TakeOffFuel,FuelIndex
77W,60160,16.87488
77W,60480,17.26704
77W,60800,17.6624
77W,61120,18.06096
77W,61440,18.49344
77W,61760,18.89856
77W,62080,19.30688
77W,62382.4,19.7440296
77W,62702.4,19.5766696
77W,63022.4,19.4102696
77W,63342.4,19.2457896
77W,63662.4,19.0822696
77W,63982.4,18.9192296
77W,64302.4,18.7581096
77W,64622.4,18.5971496
77W,64942.4,18.4333096
77W,65262.4,18.2680296
77W,65582.4,18.1008296
77W,65902.4,17.9312296
77W,66222.4,17.7587496
77W,66542.4,17.5849896
77W,66862.4,17.4121896
77W,67182.4,17.2360296
77W,67502.4,17.0585896
77W,67822.4,16.8798696
77W,68142.4,16.6998696
77W,68462.4,16.5185896
77W,68782.4,16.3392296
77W,69102.4,16.1555496
77W,69422.4,15.9705896
77W,69742.4,15.7880296
77W,70062.4,15.6006696
77W,70382.4,15.4160296
77W,70702.4,15.2304296
77W,71022.4,15.0438696
77W,71342.4,14.8563496
77W,71662.4,14.6725096
77W,71982.4,14.4832296
77W,72302.4,14.2979496
77W,72622.4,14.1120296
77W,72942.4,13.9307496
77W,73262.4,13.7437096
77W,73582.4,13.5616296
77W,73902.4,13.3734696
77W,74222.4,13.1905896
77W,74542.4,13.0073896
77W,74862.4,12.8238696
77W,75182.4,12.6400296
77W,75502.4,12.4558696
77W,75822.4,12.2713896
77W,76142.4,12.0934696
77W,76462.4,11.9085096
77W,76782.4,11.7232296
77W,77102.4,11.5449896
77W,77422.4,11.3592296
77W,77742.4,11.1808296
77W,78062.4,11.0024296
77W,78382.4,10.8160296
77W,78702.4,10.6374696
77W,79022.4,10.4589096
77W,79342.4,10.2803496
77W,79662.4,10.0931496
77W,79982.4,9.9144296
77W,80302.4,9.7357096
77W,80622.4,9.5569896
77W,80942.4,9.3782696
77W,81262.4,9.1995496
77W,81582.4,9.0208296
77W,81902.4,8.8421096
77W,82222.4,8.6633896
77W,82542.4,8.4846696
77W,82862.4,8.3059496
77W,83182.4,8.1376296
77W,83502.4,7.9590696
77W,83822.4,7.7805096
77W,84142.4,7.6019496
77W,84462.4,7.4233896
77W,84782.4,7.2560296
77W,85102.4,7.0776296
77W,85422.4,6.8992296
77W,85742.4,6.7208296
77W,86062.4,6.5542696
77W,86382.4,6.3760296
77W,86702.4,6.1977896
77W,87022.4,6.0318696
77W,87342.4,5.8537896
77W,87662.4,5.6757096
77W,87982.4,5.5104296
77W,88302.4,5.3325096
77W,88622.4,5.1677096
77W,88942.4,4.9899496
77W,89262.4,4.8121896
77W,89582.4,4.6480296
77W,89902.4,4.4704296
77W,90222.4,4.3067496
77W,90542.4,4.1293096
77W,90862.4,3.9661096
77W,91182.4,3.7888296
77W,91502.4,3.6115496
77W,91822.4,3.4489896
77W,92142.4,3.2718696
77W,92462.4,3.0947496
77W,92782.4,2.9328296
77W,93102.4,2.7558696
77W,93422.4,2.5944296
77W,93742.4,2.4176296
77W,94062.4,2.2408296
77W,94382.4,2.0800296
77W,94702.4,1.9033896
77W,95022.4,1.7267496
77W,95342.4,1.5501096
77W,95662.4,1.3901096
77W,95982.4,1.2136296
77W,96302.4,1.0371496
77W,96622.4,0.8777896
77W,96942.4,0.7014696
77W,97262.4,0.5251496
77W,97582.4,0.3488296
77W,97902.4,0.1902696
77W,98222.4,0.0141096
77W,98542.4,-0.1620504
77W,98862.4,-0.3382104
77W,99182.4,-0.4959704
77W,99502.4,-0.6719704
77W,99822.4,-0.8479704
77W,100142.4,-1.0239704
77W,100462.4,-1.1809304
77W,100782.4,-1.3567704
77W,101102.4,-1.5326104
77W,101422.4,-1.7084504
77W,101742.4,-1.8842904
77W,102062.4,-2.0402904
77W,102382.4,-2.2159704
77W,102702.4,-2.3916504
77W,103022.4,-2.5673304
77W,103342.4,-2.7430104
77W,103662.4,-2.9186904
77W,103982.4,-3.0735704
77W,104302.4,-3.2490904
77W,104622.4,-3.4246104
77W,104942.4,-3.6001304
77W,105262.4,-3.7756504
77W,105582.4,-3.9511704
77W,105902.4,-4.1266904
77W,106222.4,-4.2802904
77W,106542.4,-4.4556504
77W,106862.4,-4.6310104
77W,107182.4,-4.8063704
77W,107502.4,-4.9817304
77W,107822.4,-5.1570904
77W,108142.4,-5.3324504
77W,108462.4,-5.4847704
77W,108782.4,-5.6599704
77W,109102.4,-5.8351704
77W,109422.4,-6.0103704
77W,109742.4,-6.1855704
77W,110062.4,-6.3607704
77W,110382.4,-6.5359704
77W,110702.4,-6.7111704
77W,111022.4,-6.8863704
77W,111342.4,-7.0615704
77W,111662.4,-7.2121304
77W,111982.4,-7.3871704
77W,112302.4,-7.5622104
77W,112622.4,-7.7372504
77W,112942.4,-7.9122904
77W,113262.4,-8.0873304
77W,113582.4,-8.2623704
77W,113902.4,-8.4374104
77W,114222.4,-8.6124504
77W,114542.4,-8.7874904
77W,114862.4,-8.9625304
77W,115182.4,-9.1111704
77W,115502.4,-9.2860504
77W,115822.4,-9.4609304
77W,116142.4,-9.6358104
77W,116462.4,-9.8106904
77W,116782.4,-9.9855704
77W,117102.4,-10.1604504
77W,117422.4,-10.3353304
77W,117742.4,-10.5102104
77W,118062.4,-10.6850904
77W,118382.4,-10.8599704
77W,118702.4,-11.0348504
77W,119022.4,-11.2097304
77W,119342.4,-11.3561304
77W,119662.4,-11.5308504
77W,119982.4,-11.7055704
77W,120302.4,-11.8802904
77W,120622.4,-12.0550104
77W,120942.4,-12.2297304
77W,121262.4,-12.4044504
77W,121582.4,-12.5791704
77W,121902.4,-12.7538904
77W,122222.4,-12.9286104
77W,122542.4,-13.1033304
77W,122862.4,-13.2780504
77W,123182.4,-13.4527704
77W,123502.4,-13.6274904
77W,123822.4,-13.8022104
77W,124142.4,-13.9769304
77W,124462.4,-14.1206104
77W,124782.4,-14.2951704
77W,125102.4,-14.4697304
77W,125422.4,-14.6442904
77W,125742.4,-14.8188504
77W,126062.4,-14.9934104
77W,126382.4,-15.1679704
77W,126702.4,-15.3425304
77W,127022.4,-15.5170904
77W,127342.4,-15.6916504
77W,127662.4,-15.8662104
77W,127982.4,-16.0407704
77W,128302.4,-16.2153304
77W,128622.4,-16.3898904
77W,128942.4,-16.5644504
77W,129262.4,-16.7724504
77W,129582.4,-16.9471704
77W,129902.4,-17.1218904
77W,130222.4,-17.2966104
77W,130542.4,-17.4713304
77W,130862.4,-17.6802904
77W,131182.4,-17.8551704
77W,131502.4,-18.0300504
77W,131822.4,-18.2049304
77W,132142.4,-18.4146904
77W,132462.4,-18.5897304
77W,132782.4,-18.7647704
77W,133102.4,-18.9751704
77W,133422.4,-19.1503704
77W,133742.4,-19.3612504
77W,134062.4,-19.5366104
77W,134382.4,-19.7479704
77W,134702.4,-19.9234904
77W,135022.4,-20.1353304
77W,135342.4,-20.3110104
77W,135662.4,-20.5233304
77W,135982.4,-20.6991704
77W,136302.4,-20.9119704
