FlightLoadId,FlightLegDepartureKey,DeadloadStatus,DeadloadOrigin,DeadloadDestination,Weight,WeightUnit,DeadloadType,DeadloadSubType,NumberOfItemsInUld,LoadType,SerialNumber,UldGrossWeight,UldTareWeight,ModTime,Hold,LoadLocation,Deck,LoadId,DeadloadId,SpecialCargoId,SpecialHandlingCode
2024-03-06|AMS|KL|0835||2024-03-06|D|154875163|162642229,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,88,KG,B,Y,5.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875163,162642229,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875165|162642231,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,0,KG,B,B,0.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875165,162642231,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875166|162642232,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,0,KG,B,B,0.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875166,162642232,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875168|162642234,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,0,KG,B,F,0.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875168,162642234,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875170|162642236,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,0,KG,B,T,0.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875170,162642236,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875171|162642237,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,0,KG,B,Y,0.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875171,162642237,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901236|162669909,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,9,KG,C,,,BLK,,,,7/3/2024 4:46,BLK,52,L,154901236,162669909,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901237|162669910,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,538,KG,C,,,ULD,AKE95570KL,595.0,57.0,7/3/2024 4:46,FWD,13L,L,154901237,162669910,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901238|162669911,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,693,KG,C,,,ULD,AKE97060KL,750.0,57.0,7/3/2024 4:46,FWD,14R,L,154901238,162669911,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901239|162669912,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,503,KG,C,,,ULD,AKE97023KL,560.0,57.0,7/3/2024 4:46,FWD,13R,L,154901239,162669912,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901240|162669913,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,315,KG,C,,,ULD,AKE70269KL,380.0,65.0,7/3/2024 4:46,FWD,12R,L,154901240,162669913,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901241|162669914,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,543,KG,C,,,ULD,AKE97063KL,600.0,57.0,7/3/2024 4:46,FWD,14L,L,154901241,162669914,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901242|162669915,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,73,KG,C,,,ULD,AKE95439KL,130.0,57.0,7/3/2024 4:46,FWD,12L,L,154901242,162669915,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901243|162669916,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,1385,KG,C,,,ULD,PMC28832KL,1510.0,125.0,7/3/2024 4:46,FWD,22P,L,154901243,162669916,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901244|162669917,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,1000,KG,C,,,ULD,PAG14464KL,1120.0,120.0,7/3/2024 4:46,FWD,11P,L,154901244,162669917,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901245|162669918,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,1630,KG,C,,,ULD,PAG14460KL,1750.0,120.0,7/3/2024 4:46,AFT,41P,L,154901245,162669918,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901246|162669919,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,2051,KG,C,,,ULD,PMC64924AF,2155.0,104.0,7/3/2024 4:46,AFT,42P,L,154901246,162669919,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901247|162669920,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,1429,KG,C,,,ULD,PAG10926AF,1525.0,96.0,7/3/2024 4:46,FWD,21P,L,154901247,162669920,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154901248|162669921,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,1940,KG,C,,,ULD,PMC20767KL,2065.0,125.0,7/3/2024 4:46,FWD,23P,L,154901248,162669921,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154902559|162674054,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,774,KG,B,T,42.0,ULD,AKE95025KL,831.0,57.0,7/3/2024 4:46,AFT,31R,L,154902559,162674054,,
