FlightLoadId,FlightLegDepartureKey,DeadloadStatus,DeadloadOrigin,DeadloadDestination,Weight,WeightUnit,DeadloadType,DeadloadSubType,NumberOfItemsInUld,LoadType,SerialNumber,UldGrossWeight,UldTareWeight,ModTime,Hold,LoadLocation,Deck,LoadId,DeadloadId,SpecialCargoId,SpecialHandlingCode
2024-03-06|AMS|KL|0835||2024-03-06|D|154875145|162674057,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,591,KG,B,T,32.0,ULD,AKE94527KL,648.0,57.0,7/3/2024 4:46,AFT,32R,L,154875145,162674057,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875147|162674066,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,162,KG,D,,9.0,ULD,AKE70173KL,723.0,57.0,7/3/2024 4:46,AFT,41R,L,154875147,162674066,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875147|162674067,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,504,KG,B,F,30.0,ULD,AKE70173KL,723.0,57.0,7/3/2024 4:46,AFT,41R,L,154875147,162674067,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875148|162674058,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,15,KG,B,B,1.0,ULD,AKE94865KL,674.0,57.0,7/3/2024 4:46,AFT,33L,L,154875148,162674058,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875148|162674060,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,602,KG,B,Y,35.0,ULD,AKE94865KL,674.0,57.0,7/3/2024 4:46,AFT,33L,L,154875148,162674060,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875150|162674055,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,654,KG,B,Y,38.0,ULD,AKE95072KL,711.0,57.0,7/3/2024 4:46,AFT,32L,L,154875150,162674055,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875152|162674052,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,688,KG,B,Y,40.0,ULD,AKE70185KL,745.0,57.0,7/3/2024 4:46,AFT,31L,L,154875152,162674052,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875154|162674064,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,501,KG,B,F,29.0,ULD,AKE97966KL,558.0,57.0,7/3/2024 4:46,AFT,41L,L,154875154,162674064,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875156|162674062,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,19,KG,B,B,1.0,ULD,AKE95832KL,600.0,57.0,7/3/2024 4:46,AFT,33R,L,154875156,162674062,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875156|162674063,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,524,KG,B,Y,32.0,ULD,AKE95832KL,600.0,57.0,7/3/2024 4:46,AFT,33R,L,154875156,162674063,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875157|162642223,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,0,KG,B,G,0.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875157,162642223,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875158|162642224,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,0,KG,B,G,0.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875158,162642224,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875160|162642226,2024-03-06|KL|0835||AMS,ACTIVE,AMS,DPS,39,KG,B,T,2.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875160,162642226,,
2024-03-06|AMS|KL|0835||2024-03-06|D|154875162|162642228,2024-03-06|KL|0835||AMS,ACTIVE,AMS,SIN,51,KG,B,F,3.0,BLK,,,,7/3/2024 4:46,BLK,52,L,154875162,162642228,,
