FlightLegUtcId,Airline,FlightNumber,LegDepartureDateUtc,DepartureAirport,ArrivalAirport,ActualZeroFuelWeight,EstimatedZeroFuelWeight,DryOperatingWeight,MacZFW,ModTime,AircraftType,AircraftRegistration,FlightCancelled,CostIndex,TakeOffFuel,TripFuel
2024-03-24|KL|0835||AMS,KL,835,2024-03-24,AMS,SIN,220597,220407,172185,28.5,25-3-2024 06:29:00,77W,PHBVA,False,200,111172,101512
