Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,879,2024-03-25,789,AMS,BLR,CABIN0C,25
KL,879,2024-03-25,789,AMS,BLR,CABIN0B,23
KL,879,2024-03-25,789,AMS,BLR,CABIN0D,58
KL,879,2024-03-25,789,AMS,BLR,CABIN0A,24
KL,879,2024-03-25,789,AMS,BLR,CABIN0E,51
