Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,855,2024-01-28,772,AMS,ICN,CABIN0B,34
KL,855,2024-01-28,772,AMS,ICN,CABIN0C,111
KL,855,2024-01-28,772,AMS,ICN,CABIN0E,71
KL,855,2024-01-28,772,AMS,ICN,CABIN0A,34
KL,855,2024-01-28,772,AMS,ICN,CABIN0D,55
