Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,879,2024-02-12,789,AMS,BLR,CABIN0D,65
KL,879,2024-02-12,789,AMS,BLR,CABIN0A,30
KL,879,2024-02-12,789,AMS,BLR,CABIN0E,58
KL,879,2024-02-12,789,AMS,BLR,CABIN0C,28
KL,879,2024-02-12,789,AMS,BLR,CABIN0B,30
