Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,835,2024-01-29,77W,AMS,SIN,CABIN0E,30
KL,835,2024-01-29,77W,AMS,SIN,CABIN0G,36
KL,835,2024-01-29,77W,AMS,SIN,CABIN0B,10
KL,835,2024-01-29,77W,AMS,SIN,CABIN0D,40
KL,835,2024-01-29,77W,AMS,SIN,CABIN0C,35
KL,835,2024-01-29,77W,AMS,SIN,CABIN0A,24
KL,835,2024-01-29,77W,AMS,SIN,CABIN0F,17
