FlightLoadId,FlightLegDepartureKey,DeadloadStatus,DeadloadOrigin,DeadloadDestination,Weight,WeightUnit,DeadloadType,DeadloadSubType,NumberOfItemsInUld,LoadType,SerialNumber,UldGrossWeight,UldTareWeight,ModTime,Hold,LoadLocation,Deck,LoadId,DeadloadId,SpecialCargoId,SpecialHandlingCode
2024-01-05|AMS|KL|0879||2024-01-05|D|152399474|160037730,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,447,KG,B,T,24.0,ULD,AKE70056KL,684.0,57.0,16-2-2024 17:02:55,AFT,33L,L,152399474,160037730,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399475|160010542,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,684,KG,B,Y,38.0,ULD,AKE95704KL,741.0,57.0,16-2-2024 17:02:55,AFT,32L,L,152399475,160010542,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399476|160037731,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,671,KG,B,T,36.0,ULD,AKE96750KL,728.0,57.0,16-2-2024 17:02:55,AFT,44L,L,152399476,160037731,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399477|160010544,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,684,KG,B,Y,38.0,ULD,AKE98100KL,741.0,57.0,16-2-2024 17:02:55,AFT,44R,L,152399477,160010544,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399478|160010545,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,615,KG,B,T,33.0,ULD,AKE97348KL,672.0,57.0,16-2-2024 17:02:55,AFT,33R,L,152399478,160010545,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399479|160037732,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,484,KG,B,T,26.0,ULD,AKE96295KL,541.0,57.0,16-2-2024 17:02:55,AFT,41R,L,152399479,160037732,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399480|160010547,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,198,KG,B,Y,11.0,ULD,AKE96826KL,700.0,57.0,16-2-2024 17:02:55,AFT,31L,L,152399480,160010547,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399480|160037733,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,35,KG,B,F,2.0,ULD,AKE96826KL,700.0,57.0,16-2-2024 17:02:55,AFT,31L,L,152399480,160037733,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399480|160037734,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,410,KG,B,T,22.0,ULD,AKE96826KL,700.0,57.0,16-2-2024 17:02:55,AFT,31L,L,152399480,160037734,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399481|160010548,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,0,KG,B,G,0.0,BLK,,,,16-2-2024 17:02:55,BLK,52,L,152399481,160010548,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399482|160010549,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,0,KG,B,B,0.0,BLK,,,,16-2-2024 17:02:55,BLK,52,L,152399482,160010549,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399483|160010550,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,19,KG,B,F,1.0,BLK,,,,16-2-2024 17:02:55,BLK,52,L,152399483,160010550,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399484|160010551,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,40,KG,B,T,2.0,BLK,,,,16-2-2024 17:02:55,BLK,52,L,152399484,160010551,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152399485|160010552,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,55,KG,B,Y,3.0,BLK,,,,16-2-2024 17:02:55,BLK,52,L,152399485,160010552,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152419911|160031950,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,398,KG,C,,,ULD,AKE96621KL,455.0,57.0,16-2-2024 17:02:55,FWD,12R,L,152419911,160031950,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152421256|160033354,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,335,KG,B,T,18.0,ULD,AKE95489KL,662.0,57.0,16-2-2024 17:02:55,AFT,31R,L,152421256,160033354,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152421256|160037735,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,270,KG,B,Y,15.0,ULD,AKE95489KL,662.0,57.0,16-2-2024 17:02:55,AFT,31R,L,152421256,160037735,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152421257|160033355,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,648,KG,B,F,37.0,ULD,AKE95935KL,795.0,57.0,16-2-2024 17:02:55,AFT,42R,L,152421257,160033355,,
2024-01-05|AMS|KL|0879||2024-01-05|D|152421257|160037736,2024-01-05|KL|0879||AMS,ACTIVE,AMS,BLR,90,KG,D,,5.0,ULD,AKE95935KL,795.0,57.0,16-2-2024 17:02:55,AFT,42R,L,152421257,160037736,,
