FlightLoadId,FlightLegDepartureKey,DeadloadStatus,DeadloadOrigin,DeadloadDestination,Weight,WeightUnit,DeadloadType,DeadloadSubType,NumberOfItemsInUld,LoadType,SerialNumber,UldGrossWeight,UldTareWeight,ModTime,Hold,LoadLocation,Deck,LoadId,DeadloadId,SpecialCargoId,SpecialHandlingCode
2024-03-04|AMS|KL|0835||2024-03-04|D|154822177|162586166,2024-03-04|KL|0835||AMS,ACTIVE,AMS,SIN,470,KG,C,,,ULD,PAG15399KL,590.0,120.0,5/3/2024 4:31,AFT,31P,L,154822177,162586166,,
2024-03-04|AMS|KL|0835||2024-03-04|D|154822178|162586167,2024-03-04|KL|0835||AMS,ACTIVE,AMS,SIN,1050,KG,C,,,ULD,PMC32761KL,1175.0,125.0,5/3/2024 4:31,FWD,22P,L,154822178,162586167,,
2024-03-04|AMS|KL|0835||2024-03-04|D|154822182|162586171,2024-03-04|KL|0835||AMS,ACTIVE,AMS,SIN,1090,KG,C,,,ULD,PMC25147KL,1215.0,125.0,5/3/2024 4:31,FWD,23P,L,154822182,162586171,,
2024-03-04|AMS|KL|0835||2024-03-04|D|154822185|162586174,2024-03-04|KL|0835||AMS,ACTIVE,AMS,SIN,705,KG,C,,,ULD,PMC31536KL,830.0,125.0,5/3/2024 4:31,FWD,11P,L,154822185,162586174,,
2024-03-04|AMS|KL|0835||2024-03-04|D|154822188|162586177,2024-03-04|KL|0835||AMS,ACTIVE,AMS,SIN,1021,KG,C,,,ULD,PMC63330AF,1125.0,104.0,5/3/2024 4:31,FWD,21P,L,154822188,162586177,,
2024-03-04|AMS|KL|0835||2024-03-04|D|154822190|162586179,2024-03-04|KL|0835||AMS,ACTIVE,AMS,SIN,1895,KG,C,,,ULD,PMC33171KL,2020.0,125.0,5/3/2024 4:31,FWD,25P,L,154822190,162586179,,
2024-03-04|AMS|KL|0835||2024-03-04|D|154822192|162586181,2024-03-04|KL|0835||AMS,ACTIVE,AMS,SIN,2306,KG,C,,,ULD,PMC67615AF,2410.0,104.0,5/3/2024 4:31,AFT,33P,L,154822192,162586181,,
2024-03-04|AMS|KL|0835||2024-03-04|D|154822945|162590912,2024-03-04|KL|0835||AMS,ACTIVE,AMS,SIN,647,KG,B,T,38.0,ULD,AKE97020KL,704.0,57.0,5/3/2024 4:31,AFT,36L,L,154822945,162590912,,
2024-03-04|AMS|KL|0835||2024-03-04|D|154823347|162590930,2024-03-04|KL|0835||AMS,ACTIVE,AMS,DPS,777,KG,B,Y,47.0,ULD,AKE97243KL,834.0,57.0,5/3/2024 4:31,AFT,44R,L,154823347,162590930,,
2024-03-04|AMS|KL|0835||2024-03-04|D|154823507|162587551,2024-03-04|KL|0835||AMS,ACTIVE,AMS,SIN,0,KG,X,,,ULD,AKE96594KL,57.0,57.0,5/3/2024 4:31,FWD,12R,L,154823507,162587551,,
