analysis_date,total_flights,complete_flights,incomplete_flights,completeness_rate,total_routes,total_months,all_routes,all_months,total_items,total_weight,total_volume,total_passengers,total_ulds,average_items_per_flight,average_weight_per_flight,average_volume_per_flight,average_passengers_per_flight,average_ulds_per_flight,aircraft_type_distribution,route_distribution,missing_files_analysis
2025-09-26 09:32:20,525,525,0,100.0,15,4,"['AMSBLR', 'AMSDEL', 'AMSDPS', 'AMSELP', 'AMSIAH', 'AMSICN', 'AMSLAX', 'AMSLRD', 'AMSMSY', 'AMSPHX', 'AMSPPT', 'AMSSFO', 'AMSSIN', 'AMSTUL', 'SINDPS']","['APR 2024', 'FEB 2024', 'JAN 2024', 'MAR 2024']",34765,0.0,0.0,140319,20736,66.22,0.0,0.0,267.27,39.5,"{781: 174, 772: 143, '77W': 137, 789: 71}","{'AMSDEL': 91, 'AMSSIN': 90, 'AMSLAX': 89, 'AMSIAH': 67, 'AMSICN': 64, 'AMSSFO': 63, 'AMSBLR': 61}",{}
