Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,661,2024-01-27,789,AMS,IAH,CABIN0E,62
KL,661,2024-01-27,789,AMS,IAH,CABIN0C,66
KL,661,2024-01-27,789,AMS,IAH,CABIN0A,30
KL,661,2024-01-27,789,AMS,IAH,CABIN0D,72
KL,661,2024-01-27,789,AMS,IAH,CABIN0B,38
