Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,835,2024-01-12,77W,AMS,SIN,CABIN0B,14
KL,835,2024-01-12,77W,AMS,SIN,CABIN0C,37
KL,835,2024-01-12,77W,AMS,SIN,CABIN0A,23
KL,835,2024-01-12,77W,AMS,SIN,CABIN0D,47
KL,835,2024-01-12,77W,AMS,SIN,JUMPSEAT,4
KL,835,2024-01-12,77W,AMS,SIN,CABIN0F,17
KL,835,2024-01-12,77W,AMS,SIN,CABIN0G,20
KL,835,2024-01-12,77W,AMS,SIN,CABIN0E,39
