Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,601,2024-02-26,781,AMS,LAX,CABIN0B,45
KL,601,2024-02-26,781,AMS,LAX,CABIN0C,60
KL,601,2024-02-26,781,AMS,LAX,CABIN0D,80
KL,601,2024-02-26,781,AMS,LAX,CABIN0A,44
KL,601,2024-02-26,781,AMS,LAX,CABIN0E,71
