Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,605,2024-03-05,789,AMS,SFO,CABIN0A,30
KL,605,2024-03-05,789,AMS,SFO,CABIN0D,66
KL,605,2024-03-05,789,AMS,SFO,CABIN0C,59
KL,605,2024-03-05,789,AMS,SFO,CABIN0B,36
KL,605,2024-03-05,789,AMS,SFO,CABIN0E,54
