analysis_date,project,author,supervisor,institution,total_flights_in_dataset,route_distribution,total_routes,data_completeness_rate,total_items,average_items_per_flight,total_passengers,average_passengers_per_flight,aircraft_type_distribution,model_feasibility_comparison,key_findings,recommendations
2025-09-24 14:06:29,KLM Fuel Optimization through Cargo Palletization and Weight Balance Modeling,María Emilia Venezian Juricic,Dr. Felipe Delgado,Pontificia Universidad Católica de Chile,525,"[{'route': 'AMSDEL', 'flight_count': 91, 'percentage': 17.33}, {'route': 'AMSSIN', 'flight_count': 90, 'percentage': 17.14}, {'route': 'AMSLAX', 'flight_count': 89, 'percentage': 16.95}, {'route': 'AMSIAH', 'flight_count': 67, 'percentage': 12.76}, {'route': 'AMSICN', 'flight_count': 64, 'percentage': 12.19}, {'route': 'AMSSFO', 'flight_count': 63, 'percentage': 12.0}, {'route': 'AMSBLR', 'flight_count': 61, 'percentage': 11.62}]",7,100.0,34765,66.22,2960,5.64,"[{'aircraft_type': '781', 'flight_count': 174, 'percentage': 33.14}, {'aircraft_type': '772', 'flight_count': 143, 'percentage': 27.24}, {'aircraft_type': '77W', 'flight_count': 137, 'percentage': 26.1}, {'aircraft_type': '789', 'flight_count': 71, 'percentage': 13.52}]","[{'model': 'proposed_model', 'total_flights': 185, 'feasible_flights': 102, 'infeasible_flights': 83, 'feasibility_rate': 55.14}, {'model': 'puttaert_model', 'total_flights': 200, 'feasible_flights': 138, 'infeasible_flights': 62, 'feasibility_rate': 69.0}]","{'dataset_size': '525 flights in original dataset', 'data_completeness': '100.0% of flights have complete data', 'route_coverage': '7 unique routes analyzed', 'cargo_volume': '34,765 total cargo items', 'average_cargo_per_flight': '66.22 items per flight', 'passenger_volume': '2,960 total passengers', 'average_passengers_per_flight': '5.64 passengers per flight'}","['Develop 3D-BPP heuristic (First-Fit Decreasing) to address geometric packing infeasibility', 'Test heuristic on identified infeasible flights', 'Optimize MILP constraints for improved feasibility', 'Run experiments on full dataset (525 flights)', 'Generate visualizations (heatmaps, 3D-BPP outputs)', 'Analyze results by aircraft type and route', 'Draft article sections with updated results']"
