Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,661,2024-02-10,781,AMS,IAH,CABIN0A,43
KL,661,2024-02-10,781,AMS,IAH,CABIN0D,61
KL,661,2024-02-10,781,AMS,IAH,CABIN0C,24
KL,661,2024-02-10,781,AMS,IAH,CABIN0B,33
KL,661,2024-02-10,781,AMS,IAH,CABIN0E,44
