Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,871,2024-02-08,781,AMS,DEL,CABIN0C,68
KL,871,2024-02-08,781,AMS,DEL,CABIN0A,42
KL,871,2024-02-08,781,AMS,DEL,CABIN0B,42
KL,871,2024-02-08,781,AMS,DEL,CABIN0D,77
KL,871,2024-02-08,781,AMS,DEL,CABIN0E,73
