FlightLegUtcId,Airline,FlightNumber,LegDepartureDateUtc,DepartureAirport,ArrivalAirport,ActualZeroFuelWeight,EstimatedZeroFuelWeight,DryOperatingWeight,MacZFW,ModTime,AircraftType,AircraftRegistration,FlightCancelled,CostIndex,TakeOffFuel,TripFuel
2024-01-16|KL|0601||AMS,KL,601,2024-01-16,AMS,LAX,167050,170632,132763,2.8,17-1-2024 06:27:00,781,PHBKA,False,200,64078,58760
