Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,601,2024-02-27,781,AMS,LAX,CABIN0E,67
KL,601,2024-02-27,781,AMS,LAX,CABIN0D,73
KL,601,2024-02-27,781,AMS,LAX,CABIN0B,45
KL,601,2024-02-27,781,AMS,LAX,CABIN0C,50
KL,601,2024-02-27,781,AMS,LAX,CABIN0A,43
