Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,661,2024-03-01,789,AMS,IAH,CABIN0C,46
KL,661,2024-03-01,789,AMS,IAH,CABIN0D,70
KL,661,2024-03-01,789,AMS,IAH,CABIN0A,32
KL,661,2024-03-01,789,AMS,IAH,CABIN0B,34
KL,661,2024-03-01,789,AMS,IAH,CABIN0E,59
