Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,871,2024-03-12,77W,AMS,DEL,CABIN0A,32
KL,871,2024-03-12,77W,AMS,DEL,CABIN0D,51
KL,871,2024-03-12,77W,AMS,DEL,CABIN0F,60
KL,871,2024-03-12,77W,AMS,DEL,CABIN0B,20
KL,871,2024-03-12,77W,AMS,DEL,CABIN0C,23
KL,871,2024-03-12,77W,AMS,DEL,CABIN0E,57
KL,871,2024-03-12,77W,AMS,DEL,CABIN0G,57
