Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,661,2024-02-27,772,AMS,IAH,CABIN0D,47
KL,661,2024-02-27,772,AMS,IAH,CABIN0A,34
KL,661,2024-02-27,772,AMS,IAH,CABIN0B,21
KL,661,2024-02-27,772,AMS,IAH,CABIN0C,40
KL,661,2024-02-27,772,AMS,IAH,CABIN0E,53
