Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,605,2024-02-04,781,AMS,SFO,CABIN0A,45
KL,605,2024-02-04,781,AMS,SFO,CABIN0E,59
KL,605,2024-02-04,781,AMS,SFO,CABIN0B,45
KL,605,2024-02-04,781,AMS,SFO,CABIN0C,52
KL,605,2024-02-04,781,AMS,SFO,CABIN0D,78
