Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,871,2024-03-17,781,AMS,DEL,CABIN0B,42
KL,871,2024-03-17,781,AMS,DEL,CABIN0D,79
KL,871,2024-03-17,781,AMS,DEL,CABIN0A,43
KL,871,2024-03-17,781,AMS,DEL,CABIN0C,63
KL,871,2024-03-17,781,AMS,DEL,CABIN0E,73
