Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,871,2024-01-14,781,AMS,DEL,CABIN0C,60
KL,871,2024-01-14,781,AMS,DEL,CABIN0B,35
KL,871,2024-01-14,781,AMS,DEL,CABIN0E,56
KL,871,2024-01-14,781,AMS,DEL,CABIN0D,68
KL,871,2024-01-14,781,AMS,DEL,CABIN0A,35
