FlightLegUtcId,Airline,FlightNumber,LegDepartureDateUtc,DepartureAirport,ArrivalAirport,ActualZeroFuelWeight,EstimatedZeroFuelWeight,DryOperatingWeight,MacZFW,ModTime,AircraftType,AircraftRegistration,FlightCancelled,CostIndex,TakeOffFuel,TripFuel
2024-01-03|KL|0879||AMS,KL,879,2024-01-03,AMS,BLR,183955,184328,147551,32.2,4/1/2024 6:27,772,PHBQA,False,20,60658,54071
